-0.14486,4.15990,0.03754,-0.03095,0.00471,0.04909,0.00000,0.00000,0.17702,0.20074,0.09408,-0.02872,0.00000
-0.23109,4.16219,0.03733,-0.04943,0.00471,0.04909,0.00000,0.00000,0.21117,-0.30831,1.10431,-0.09655,0.00000
-0.12131,4.16219,0.03693,-0.02595,0.00471,0.04909,0.00000,0.00000,0.23656,1.54637,0.84363,-0.00975,0.00000
-0.19889,4.15990,0.03673,-0.04250,0.00471,0.04909,0.00000,0.00000,0.25427,1.43662,-0.88255,-0.07110,0.00000
-0.18636,4.15990,0.03641,-0.03982,0.00471,0.04909,0.00000,0.00000,0.26775,0.38902,-0.87225,-0.06110,0.00000
-0.27663,4.15990,0.03610,-0.05911,0.00471,0.04909,0.00000,0.00000,0.27954,0.24476,0.51752,-0.13228,0.00000
-0.26059,4.16219,0.03558,-0.05573,0.00471,0.04909,0.00000,0.00000,0.28717,0.86290,0.82183,-0.11922,0.00000
-0.25796,4.16219,0.03506,-0.05517,0.00471,0.04909,0.00000,0.00000,0.28936,0.21206,0.00732,-0.11696,0.00000
-0.37194,4.16219,0.03453,-0.07955,0.00471,0.04832,-0.07668,0.00000,0.29002,-0.71499,-1.07479,-0.21343,0.00000
-0.41591,4.15990,0.03382,-0.08887,0.00471,0.04832,0.00000,0.00000,0.29386,-1.15865,-0.59434,-0.24302,0.00000
-0.36721,4.15990,0.03307,-0.07846,0.00471,0.04832,0.00000,0.00000,0.30155,-0.03660,0.38221,-0.20430,0.00000
-0.54888,4.15990,0.03238,-0.11728,0.00471,0.04755,-0.07671,0.00000,0.30894,-0.69713,0.86940,-0.35421,0.00000
-0.38604,4.16219,0.03129,-0.08257,0.00471,0.04755,0.00000,0.00000,0.31128,-1.08044,0.78442,-0.21984,0.00000
-0.41881,4.16219,0.03054,-0.08957,0.00471,0.04679,-0.07668,0.00000,0.31019,0.44333,0.45949,-0.25212,0.00000
-0.43324,4.15990,0.02974,-0.09257,0.00471,0.04602,-0.07672,0.00000,0.31121,1.30497,-0.15447,-0.26504,0.00000
-0.53344,4.15990,0.02891,-0.11398,0.00471,0.04525,-0.07667,0.00000,0.31562,0.68013,-0.83264,-0.34542,0.00000
-0.58729,4.15990,0.02788,-0.12548,0.00471,0.04525,0.00000,0.00000,0.31969,1.09487,-0.37406,-0.38247,0.00000
-0.64560,4.16219,0.02671,-0.13808,0.00471,0.04448,-0.07672,0.00000,0.30198,1.35982,1.12355,-0.43445,0.00000
-0.58802,4.16219,0.02538,-0.12576,0.00471,0.04372,-0.07668,0.00000,0.25050,-0.34410,1.49946,-0.39007,0.00000
-0.68181,4.15990,0.02413,-0.14568,0.00471,0.04295,-0.07672,0.00000,0.19635,-1.12452,0.06178,-0.46557,0.00000
-0.58313,4.15990,0.02276,-0.12460,0.00471,0.04142,-0.15338,0.00000,0.16396,-0.38881,-0.31061,-0.39538,0.00000
-0.55101,4.15990,0.02162,-0.11773,0.00471,0.03988,-0.15338,0.00000,0.15023,0.61205,0.25894,-0.37270,0.00000
-0.71774,4.15990,0.02053,-0.15336,0.00471,0.03758,-0.23007,0.00000,0.14744,-0.02847,1.23598,-0.51375,0.00000
-0.59066,4.16219,0.01904,-0.12633,0.00471,0.03605,-0.15340,0.00000,0.14975,-0.10153,1.03180,-0.41053,0.00000
-0.61032,4.16219,0.01781,-0.13053,0.00471,0.03375,-0.23012,0.00000,0.15726,0.55174,0.41442,-0.43539,0.00000
-0.58069,4.15990,0.01656,-0.12407,0.00471,0.03221,-0.15338,0.00000,0.15688,1.15404,0.52520,-0.40981,0.00000
-0.60594,4.16219,0.01533,-0.12960,0.00471,0.02991,-0.23007,0.00000,0.13661,-1.15908,1.15997,-0.43880,0.00000
