speed_ticks,speed,Kalman_gain,posterior_x_phi,omega_x,omega_y,omega_z,m_lean_angle_meas,m_lean_angle,bias,lean_rate,enc_counts_hand,enc_counts_fork,m_hand_angle,m_fork_angle,steer_rate,voltage_mtr_driver,m_lean_torque,sil_command,post_fork_pwm,post_hand_pwm,command_hand
0,0.00,0.00060,0.00476,0.00,-0.01,-0.01,-0.00,0.00476,0.00,0.00141,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00061,0.00477,0.01,-0.02,-0.01,0.00,0.00477,0.00,0.00623,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00061,0.00483,0.00,-0.02,-0.01,0.00,0.00483,0.00,0.00392,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00062,0.00487,0.00,-0.01,-0.02,-0.00,0.00487,0.00,0.00478,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00062,0.00491,0.00,-0.01,-0.02,-0.00,0.00491,0.00,0.00240,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00062,0.00494,0.01,-0.01,-0.02,-0.00,0.00493,0.00,0.00819,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00063,0.00501,0.01,-0.01,-0.02,-0.00,0.00501,0.00,0.00679,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00063,0.00508,0.00,-0.01,-0.01,0.00,0.00508,0.00,0.00393,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00064,0.00512,0.00,-0.01,-0.01,0.00,0.00511,0.00,0.00068,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00064,0.00512,0.01,-0.01,-0.01,0.00,0.00512,0.00,0.00569,3177,6065,-0.26527,-0.06889,0.00000,1.71,0.00,,16384,16552,-0.20
0,0.00,0.00065,0.00517,0.00,-0.01,-0.01,0.00,0.00517,0.00,0.00416,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
0,0.00,0.00065,0.00521,0.00,-0.01,-0.02,-0.00,0.00521,0.00,0.00048,3177,6065,-0.26527,-0.06889,0.00000,1.69,0.00,,16384,16552,-0.20
