sil_command,speed,lean_angle,lean_rate,hand_angle,fork_angle,fork_rate,lean_torque,hand_torque,x_acceleration,y_acceleration,command_fork,command_hand
,0.00000,0.00000,-0.00247,0.00000,0.00000,-39.53549,0.00000,0.00000,0.11815,0.24274,0.00000,0.00000
,0.00000,-0.00002,-0.00795,0.00000,0.00000,0.00000,0.00000,0.00000,0.12597,0.26679,0.00000,0.00000
,0.00000,-0.00010,-0.00560,0.00000,0.00000,0.00000,0.00000,0.00000,0.12847,0.30540,0.00000,0.00000
,0.00000,-0.00016,-0.00231,0.00000,0.00000,0.00000,0.00000,0.00000,0.14873,0.29612,0.00000,0.00000
,0.00000,-0.00018,-0.00388,0.00000,0.00000,0.00000,0.00000,0.00000,0.14958,0.27691,0.00000,0.00000
,0.00000,-0.00022,-0.00599,0.00000,0.00000,0.00000,0.00000,0.00000,0.18279,0.24888,0.00000,0.00000
,0.00000,-0.00028,-0.00451,0.00000,0.00000,0.00000,0.00000,0.00000,0.18107,0.27285,0.00000,0.00000
,0.00000,-0.00033,-0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.13188,0.24301,0.00000,0.00000
,0.00000,-0.00035,-0.00486,0.00000,0.00000,0.00000,0.00000,0.00000,0.12391,0.29556,0.00000,0.00000
,0.00000,-0.00040,-0.00455,0.00000,0.00000,0.00000,0.00000,0.00000,0.12711,0.22848,0.00000,0.00000
,0.00000,-0.00045,-0.00932,0.00931,-0.42184,0.00000,0.00000,0.00000,0.07716,0.26103,2.75287,1.16468
,0.00000,-0.00054,-0.00889,0.00931,-0.42184,0.00000,0.00000,0.00000,0.17840,0.25841,0.70581,0.31762
,0.00000,-0.00063,-0.00368,0.00931,-0.42184,0.00000,0.00000,0.00000,0.12981,0.36789,0.70581,0.31762
,0.00000,-0.00066,-0.00428,0.00931,-0.42031,0.15341,0.00000,0.00000,0.07357,0.51068,0.69602,0.31347
