speed_ticks,speed,Kalman_gain,posterior_x_phi,omega_x,omega_y,omega_z,m_lean_angle_meas,m_lean_angle,bias,lean_rate,enc_counts_hand,enc_counts_fork,m_hand_angle,m_fork_angle,steer_rate,m_lean_torque,sil_command,post_fork_pwm,post_hand_pwm,command_fork
0,0.00,0.00057,0.00005,-0.00,-0.02,-0.02,-0.00,0.00005,-0.00,-0.00451,3164,6074,-0.27524,-0.07579,-0.30677,0.00,,16973,16384,-0.70
0,0.00,0.00058,0.00000,-0.00,-0.02,-0.01,-0.00,0.00000,-0.00,-0.00251,3164,6079,-0.27524,-0.07962,-0.38352,0.00,,16973,16384,-0.70
0,0.00,0.00058,-0.00002,-0.00,-0.02,-0.01,0.00,-0.00002,-0.00,-0.00482,3164,6084,-0.27524,-0.08346,-0.38347,0.00,,16973,16384,-0.70
0,0.00,0.00059,-0.00007,-0.00,-0.02,-0.02,0.00,-0.00007,-0.00,-0.00443,3164,6089,-0.27524,-0.08729,-0.38347,0.00,,16973,16384,-0.70
0,0.00,0.00059,-0.00011,-0.01,-0.02,-0.02,-0.00,-0.00011,-0.00,-0.00514,3164,6095,-0.27524,-0.09189,-0.46020,0.00,,16973,16384,-0.70
0,0.00,0.00060,-0.00017,-0.00,-0.02,-0.02,-0.00,-0.00017,-0.00,-0.00330,3164,6100,-0.27524,-0.09573,-0.38352,0.00,,16973,16384,-0.70
0,0.00,0.00060,-0.00020,0.00,-0.02,-0.01,0.00,-0.00020,-0.00,0.00110,3164,6107,-0.27524,-0.10110,-0.53687,0.00,,16973,16384,-0.70
0,0.00,0.00061,-0.00019,-0.00,-0.02,-0.01,-0.00,-0.00019,-0.00,-0.00297,3164,6114,-0.27524,-0.10647,-0.53697,0.00,,16973,16384,-0.70
0,0.00,0.00061,-0.00022,0.00,-0.02,-0.02,-0.00,-0.00022,-0.00,0.00094,3164,6121,-0.27524,-0.11184,-0.53682,0.00,,16973,16384,-0.70
0,0.00,0.00062,-0.00021,-0.00,-0.02,-0.02,0.00,-0.00021,-0.00,-0.00185,3164,6128,-0.27524,-0.11721,-0.53692,0.00,,16973,16384,-0.70
0,0.00,0.00062,-0.00023,0.00,-0.02,-0.01,0.00,-0.00023,-0.00,0.00081,3164,6136,-0.27524,-0.12334,-0.61359,0.00,,16973,16384,-0.70
0,0.00,0.00062,-0.00022,0.00,-0.02,-0.01,-0.00,-0.00022,-0.00,0.00125,3164,6144,-0.27524,-0.12948,-0.61359,0.00,,16973,16384,-0.70
0,0.00,0.00063,-0.00021,0.00,-0.02,-0.01,-0.00,-0.00020,-0.00,0.00454,3164,6152,-0.27524,-0.13561,-0.61359,0.00,,16973,16384,-0.70
0,0.00,0.00063,-0.00016,-0.00,-0.02,-0.02,0.00,-0.00016,-0.00,-0.00072,3164,6161,-0.27524,-0.14252,-0.69027,0.00,,16973,16384,-0.70
0,0.00,0.00064,-0.00017,0.00,-0.02,-0.02,0.00,-0.00017,-0.00,0.00296,3164,6169,-0.27524,-0.14865,-0.61359,0.00,,16973,16384,-0.70
0,0.00,0.00064,-0.00014,0.00,-0.02,-0.01,-0.00,-0.00014,-0.00,0.00184,3164,6179,-0.27524,-0.15632,-0.76699,0.00,,16973,16384,-0.70
0,0.00,0.00065,-0.00012,0.00,-0.02,-0.02,0.00,-0.00012,-0.00,0.00414,3164,6188,-0.27524,-0.16323,-0.69039,0.00,,16973,16384,-0.70
0,0.00,0.00065,-0.00008,-0.00,-0.02,-0.01,-0.00,-0.00008,-0.00,-0.00043,3164,6198,-0.27524,-0.17089,-0.76687,0.00,,16973,16384,-0.70
0,0.00,0.00066,-0.00008,-0.00,-0.02,-0.02,-0.00,-0.00008,-0.00,-0.00189,3164,6208,-0.27524,-0.17856,-0.76699,0.00,,16973,16384,-0.70
0,0.00,0.00066,-0.00010,-0.00,-0.02,-0.02,0.00,-0.00010,-0.00,-0.00138,3164,6218,-0.27524,-0.18623,-0.76707,0.00,,16973,16384,-0.70
0,0.00,0.00067,-0.00011,-0.01,-0.01,-0.01,-0.00,-0.00011,-0.00,-0.00524,3164,6230,-0.27524,-0.19544,-0.92030,0.00,,16973,16384,-0.70
0,0.00,0.00067,-0.00017,-0.00,-0.02,-0.01,-0.00,-0.00017,-0.00,-0.00278,3164,6243,-0.27524,-0.20541,-0.99711,0.00,,16973,16384,-0.70
0,0.00,0.00068,-0.00019,-0.01,-0.02,-0.01,0.00,-0.00019,-0.00,-0.00740,3164,6258,-0.27524,-0.21691,-1.15047,0.00,,16973,16384,-0.70
0,0.00,0.00068,-0.00027,-0.01,-0.01,-0.01,-0.00,-0.00027,-0.00,-0.00618,3164,6274,-0.27524,-0.22919,-1.22731,0.00,,16973,16384,-0.70
0,0.00,0.00069,-0.00033,-0.00,-0.02,-0.02,-0.00,-0.00033,-0.00,-0.00428,3164,6289,-0.27524,-0.24069,-1.15040,0.00,,16973,16384,-0.70
0,0.00,0.00069,-0.00037,-0.00,-0.02,-0.02,-0.00,-0.00037,-0.00,-0.00145,3164,6305,-0.27524,-0.25296,-1.22714,0.00,,16973,16384,-0.70
0,0.00,0.00070,-0.00039,0.00,-0.02,-0.02,-0.00,-0.00039,-0.00,0.00195,3164,6322,-0.27524,-0.26600,-1.30391,0.00,,16973,16384,-0.70
0,0.00,0.00070,-0.00037,0.00,-0.02,-0.01,0.00,-0.00037,-0.00,0.00156,3164,6339,-0.27524,-0.27904,-1.30399,0.00,,16973,16384,-0.70
0,0.00,0.00071,-0.00035,0.00,-0.02,-0.02,-0.00,-0.00035,-0.00,0.00094,3164,6355,-0.27524,-0.29131,-1.22707,0.00,,16973,16384,-0.70
0,0.00,0.00071,-0.00034,0.00,-0.02,-0.02,0.00,-0.00034,-0.00,0.00422,3164,6372,-0.27524,-0.30435,-1.30391,0.00,,16973,16384,-0.70
0,0.00,0.00071,-0.00030,0.00,-0.02,-0.02,0.00,-0.00030,-0.00,0.00151,3164,6390,-0.27524,-0.31816,-1.38059,0.00,,16973,16384,-0.70
0,0.00,0.00072,-0.00028,-0.00,-0.02,-0.02,0.00,-0.00028,-0.00,-0.00370,3164,6406,-0.27524,-0.33043,-1.22719,0.00,,16973,16384,-0.70
0,0.00,0.00072,-0.00032,0.00,-0.02,-0.02,0.00,-0.00032,-0.00,0.00351,3164,6423,-0.27524,-0.34347,-1.30399,0.00,,16973,16384,-0.70
