speed_ticks,speed,Kalman_gain,posterior_x_phi,omega_x,omega_y,omega_z,m_lean_angle_meas,m_lean_angle,bias,lean_rate,enc_counts_hand,enc_counts_fork,m_hand_angle,m_fork_angle,steer_rate,voltage_mtr_driver,m_hand_torque,m_lean_torque,sil_command,post_fork_pwm,post_hand_pwm,command_fork,command_hand
0,0.00,0.00330,-0.00069,0.00,-0.02,-0.01,-0.00,-0.00068,-0.00,0.00069,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00068,0.00,-0.02,-0.01,-0.00,-0.00067,-0.00,0.00199,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00065,-0.00,-0.02,-0.01,-0.00,-0.00065,-0.00,-0.00334,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00069,-0.00,-0.02,-0.01,-0.00,-0.00068,-0.00,-0.00130,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00070,0.00,-0.02,-0.01,-0.00,-0.00069,-0.00,0.00285,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00067,0.00,-0.02,-0.02,-0.00,-0.00066,-0.00,0.00124,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00065,0.00,-0.02,-0.01,-0.00,-0.00065,-0.00,0.00081,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00064,0.00,-0.01,-0.01,-0.00,-0.00064,-0.00,0.00179,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00062,0.00,-0.02,-0.01,-0.00,-0.00062,-0.00,0.00046,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00061,0.00,-0.01,-0.02,-0.00,-0.00061,-0.00,0.00097,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00060,0.00,-0.02,-0.02,-0.00,-0.00060,-0.00,0.00132,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00059,-0.00,-0.02,-0.02,-0.00,-0.00059,-0.00,0.00026,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00058,-0.00,-0.02,-0.01,-0.00,-0.00058,-0.00,-0.00036,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,792,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00058,-0.00,-0.02,-0.01,-0.00,-0.00058,-0.00,-0.00115,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00059,0.00,-0.02,-0.01,-0.00,-0.00059,-0.00,0.00281,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,802,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00056,0.00,-0.02,-0.01,-0.00,-0.00056,-0.00,0.00101,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00055,-0.00,-0.02,-0.01,-0.00,-0.00055,-0.00,-0.00259,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,802,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00058,-0.00,-0.01,-0.01,-0.00,-0.00057,-0.00,-0.00161,3379,6851,-0.11034,-0.67174,0.00000,1.67097,0.00494,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00059,0.00,-0.02,-0.01,0.00,-0.00059,-0.00,0.00140,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00057,-0.00,-0.02,-0.01,-0.00,-0.00057,-0.00,-0.00028,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00058,-0.00,-0.02,-0.01,-0.00,-0.00057,-0.00,-0.00122,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00059,-0.00,-0.01,-0.01,-0.00,-0.00058,-0.00,-0.00126,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00060,0.00,-0.02,-0.01,-0.00,-0.00059,-0.00,0.00289,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00057,0.00,-0.02,-0.02,-0.00,-0.00056,-0.00,0.00113,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00055,-0.00,-0.01,-0.02,-0.00,-0.00055,-0.00,-0.00122,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,792,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00056,-0.00,-0.02,-0.02,-0.00,-0.00056,-0.00,-0.00212,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00058,0.00,-0.02,-0.02,-0.00,-0.00058,-0.00,0.00105,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00057,-0.00,-0.01,-0.02,-0.00,-0.00057,-0.00,-0.00310,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00060,0.00,-0.02,-0.02,-0.00,-0.00060,-0.00,0.00324,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00056,0.00,-0.02,-0.01,-0.00,-0.00056,-0.00,0.00066,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,802,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00056,0.00,-0.01,-0.02,-0.00,-0.00055,-0.00,0.00203,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00053,-0.00,-0.02,-0.01,-0.00,-0.00053,-0.00,-0.00009,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00053,-0.00,-0.02,-0.01,-0.00,-0.00053,-0.00,-0.00130,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00054,-0.00,-0.01,-0.01,-0.00,-0.00054,-0.00,-0.00180,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00056,0.00,-0.01,-0.01,-0.00,-0.00056,-0.00,0.00274,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00053,-0.00,-0.02,-0.01,0.00,-0.00053,-0.00,0.00007,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00053,-0.00,-0.02,-0.01,0.00,-0.00053,-0.00,-0.00063,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00053,-0.00,-0.02,-0.01,-0.00,-0.00053,-0.00,-0.00012,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00053,0.00,-0.01,-0.01,-0.00,-0.00053,-0.00,0.00067,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00052,-0.00,-0.01,-0.01,-0.00,-0.00052,-0.00,-0.00270,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,798,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00055,-0.00,-0.02,-0.01,-0.00,-0.00055,-0.00,-0.00240,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,799,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00057,0.00,-0.02,-0.01,-0.00,-0.00057,-0.00,0.00089,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00056,-0.00,-0.01,-0.01,-0.00,-0.00056,-0.00,-0.00055,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,798,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00057,0.00,-0.01,-0.01,-0.00,-0.00056,-0.00,0.00172,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,796,,16384,16384,0.00,0.00
0,0.00,0.00330,-0.00055,0.00,-0.01,-0.01,-0.00,-0.00054,-0.00,0.00161,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,798,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00053,0.00,-0.02,-0.01,-0.00,-0.00053,-0.00,0.00082,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,798,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00052,-0.00,-0.02,-0.01,-0.00,-0.00052,-0.00,-0.00036,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00052,0.00,-0.01,-0.01,-0.00,-0.00052,-0.00,0.00145,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,-0.00,-0.02,-0.01,-0.00,-0.00050,-0.00,-0.00047,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,798,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00051,0.00,-0.01,-0.02,-0.00,-0.00051,-0.00,0.00098,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,0.00,-0.02,-0.01,-0.00,-0.00049,-0.00,0.00195,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00047,0.00,-0.02,-0.01,-0.00,-0.00047,-0.00,0.00070,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00047,0.00,-0.02,-0.01,-0.00,-0.00046,-0.00,0.00305,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00043,0.00,-0.02,-0.01,-0.00,-0.00043,-0.00,0.00090,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,798,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00042,-0.00,-0.02,-0.01,-0.00,-0.00042,-0.00,-0.00012,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00042,-0.00,-0.02,-0.01,-0.00,-0.00042,-0.00,-0.00145,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00044,-0.00,-0.02,-0.01,-0.00,-0.00043,-0.00,-0.00341,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00047,0.00,-0.02,-0.01,-0.00,-0.00047,-0.00,0.00117,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,798,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.02,-0.01,0.00,-0.00045,-0.00,-0.00016,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.01,-0.01,-0.00,-0.00045,-0.00,-0.00020,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,0.00,-0.01,-0.01,-0.00,-0.00045,-0.00,0.00079,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00045,-0.00,-0.02,-0.01,-0.00,-0.00045,-0.00,-0.00039,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00045,0.00,-0.01,-0.01,-0.00,-0.00045,-0.00,0.00059,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00044,-0.00,-0.02,-0.01,-0.00,-0.00044,-0.00,-0.00012,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00044,-0.00,-0.01,-0.01,-0.00,-0.00044,-0.00,-0.00051,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00045,-0.00,-0.02,-0.02,-0.00,-0.00044,-0.00,-0.00200,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.01,-0.01,-0.00,-0.00046,-0.00,-0.00031,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00047,-0.00,-0.02,-0.01,-0.00,-0.00046,-0.00,-0.00004,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.02,-0.01,-0.00,-0.00046,-0.00,-0.00004,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.02,-0.01,-0.00,-0.00046,-0.00,-0.00012,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,802,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.02,-0.01,-0.00,-0.00046,-0.00,0.00011,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.02,-0.01,-0.00,-0.00046,-0.00,-0.00051,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.02,-0.02,-0.00,-0.00046,-0.00,-0.00204,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,802,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00048,0.00,-0.02,-0.01,-0.00,-0.00048,-0.00,0.00063,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,802,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00048,-0.00,-0.02,-0.01,0.00,-0.00047,-0.00,-0.00399,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00051,0.00,-0.02,-0.01,-0.00,-0.00051,-0.00,0.00203,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00049,0.00,-0.02,-0.01,-0.00,-0.00049,-0.00,0.00176,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00047,-0.00,-0.02,-0.01,-0.00,-0.00047,-0.00,-0.00321,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,-0.00,-0.01,-0.02,-0.00,-0.00050,-0.00,-0.00015,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,0.00,-0.02,-0.02,-0.00,-0.00050,-0.00,0.00106,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00049,0.00,-0.01,-0.01,-0.00,-0.00049,-0.00,0.00086,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00048,-0.00,-0.01,-0.02,-0.00,-0.00048,-0.00,-0.00219,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,-0.00,-0.01,-0.01,-0.00,-0.00050,-0.00,0.00032,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,-0.00,-0.02,-0.02,-0.00,-0.00049,-0.00,0.00000,3379,6851,-0.11034,-0.67174,0.00000,1.66129,-0.14613,803,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00049,-0.00,-0.02,-0.02,-0.00,-0.00049,-0.00,-0.00106,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,-0.00,-0.01,-0.01,-0.00,-0.00050,-0.00,-0.00039,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00051,0.00,-0.01,-0.01,-0.00,-0.00050,-0.00,0.00056,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,0.00,-0.02,-0.01,-0.00,-0.00050,-0.00,0.00200,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00048,-0.00,-0.01,-0.01,-0.00,-0.00047,-0.00,-0.00238,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,-0.00,-0.01,-0.01,-0.00,-0.00050,-0.00,-0.00039,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,802,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,-0.00,-0.02,-0.01,-0.00,-0.00050,-0.00,-0.00121,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00051,0.00,-0.01,-0.01,-0.00,-0.00051,-0.00,0.00169,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00049,-0.00,-0.02,-0.01,-0.00,-0.00049,-0.00,-0.00008,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,802,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00049,-0.00,-0.02,-0.01,-0.00,-0.00049,-0.00,-0.00215,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00051,-0.00,-0.02,-0.01,0.00,-0.00051,-0.00,-0.00004,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00051,0.00,-0.02,-0.01,-0.00,-0.00051,-0.00,0.00094,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,0.00,-0.01,-0.01,-0.00,-0.00050,-0.00,0.00079,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00049,0.00,-0.01,-0.02,-0.00,-0.00049,-0.00,0.00098,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,802,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00048,-0.00,-0.02,-0.02,-0.00,-0.00048,-0.00,-0.00204,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00050,0.00,-0.02,-0.01,-0.00,-0.00050,-0.00,0.00517,3379,6851,-0.11034,-0.67174,0.00000,1.67097,0.00494,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00044,-0.00,-0.02,-0.01,-0.00,-0.00044,-0.00,-0.00141,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.02,-0.01,-0.00,-0.00045,-0.00,-0.00145,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00047,-0.00,-0.02,-0.01,-0.00,-0.00047,-0.00,0.00004,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00047,-0.00,-0.02,-0.01,-0.00,-0.00047,-0.00,-0.00121,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,802,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00048,0.00,-0.02,-0.01,-0.00,-0.00048,-0.00,0.00059,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,803,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00047,-0.00,-0.01,-0.01,-0.00,-0.00047,-0.00,-0.00066,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00048,0.00,-0.02,-0.02,-0.00,-0.00047,-0.00,0.00106,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,802,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,0.00,-0.01,-0.01,-0.00,-0.00046,-0.00,0.00068,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00046,-0.00,-0.02,-0.01,-0.00,-0.00045,-0.00,-0.00004,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00045,0.00,-0.02,-0.01,-0.00,-0.00045,-0.00,0.00154,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00044,-0.00,-0.02,-0.01,-0.00,-0.00044,-0.00,-0.00008,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00044,-0.00,-0.02,-0.01,-0.00,-0.00043,-0.00,-0.00012,3379,6851,-0.11034,-0.67174,0.00000,1.67097,0.00494,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00044,0.00,-0.02,-0.01,-0.00,-0.00043,-0.00,0.00271,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00041,0.00,-0.02,-0.02,-0.00,-0.00041,-0.00,0.00106,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00040,-0.00,-0.02,-0.01,-0.00,-0.00039,-0.00,-0.00383,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00043,-0.00,-0.02,-0.01,-0.00,-0.00043,-0.00,-0.00012,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00043,0.00,-0.02,-0.01,-0.00,-0.00043,-0.00,0.00196,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,799,,16384,16384,0.00,0.00
0,0.00,0.00331,-0.00041,-0.00,-0.02,-0.02,-0.00,-0.00041,-0.00,0.00001,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00041,0.00,-0.01,-0.01,-0.00,-0.00041,-0.00,0.00068,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00040,-0.00,-0.02,-0.01,-0.00,-0.00040,-0.00,-0.00058,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,798,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00041,-0.00,-0.02,-0.01,-0.00,-0.00040,-0.00,-0.00039,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00041,-0.00,-0.01,-0.01,-0.00,-0.00041,-0.00,-0.00030,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00041,0.00,-0.02,-0.01,-0.00,-0.00041,-0.00,0.00071,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00040,-0.00,-0.02,-0.01,-0.00,-0.00040,-0.00,-0.00129,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00041,-0.00,-0.02,-0.01,-0.00,-0.00041,-0.00,-0.00012,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00041,-0.00,-0.02,-0.01,0.00,-0.00041,-0.00,0.00032,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,800,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00041,-0.00,-0.01,-0.01,-0.00,-0.00041,-0.00,-0.00148,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,800,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00042,0.00,-0.02,-0.02,-0.00,-0.00042,-0.00,0.00220,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00040,0.00,-0.02,-0.01,0.00,-0.00040,-0.00,0.00125,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00038,-0.00,-0.02,-0.01,-0.00,-0.00038,-0.00,-0.00101,3379,6851,-0.11034,-0.67174,0.00000,1.66774,-0.04542,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00039,0.00,-0.01,-0.01,-0.00,-0.00039,-0.00,0.00158,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00038,0.00,-0.01,-0.02,-0.00,-0.00038,-0.00,0.00099,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,802,,16384,16384,0.00,0.00
0,0.00,0.00332,-0.00037,0.00,-0.01,-0.02,-0.00,-0.00036,-0.00,0.00084,3379,6851,-0.11034,-0.67174,0.00000,1.66452,-0.09578,801,,16384,16384,0.00,0.00
