speed_ticks,speed,Kalman_gain,posterior_x_phi,omega_x,omega_y,omega_z,m_lean_angle_meas,m_lean_angle,bias,lean_rate,enc_counts_hand,enc_counts_fork,m_hand_angle,m_fork_angle,steer_rate,sil_command,post_fork_pwm,post_hand_pwm
134,0.29,0.00317,0.06684,-0.02096,-0.01,0.07,0.01,0.07,0.01,-0.02917,3498,5902,-0.03,-0.03,0.15,,16794,16568
135,0.30,0.00317,0.06638,-0.02234,-0.01,0.07,0.01,0.07,0.01,-0.03056,3500,5900,-0.03,-0.02,0.15,,16794,16568
135,0.30,0.00317,0.06590,-0.02474,-0.02,0.07,0.01,0.07,0.01,-0.03298,3501,5898,-0.03,-0.02,0.15,,16938,16629
136,0.30,0.00317,0.06539,-0.02861,-0.01,0.06,0.01,0.07,0.01,-0.03686,3503,5895,-0.03,-0.02,0.23,,16975,16646
137,0.30,0.00317,0.06486,-0.02610,-0.01,0.07,0.01,0.06,0.01,-0.03436,3505,5894,-0.03,-0.02,0.08,,16724,16540
137,0.30,0.00317,0.06435,-0.01848,-0.02,0.07,0.00,0.06,0.01,-0.02676,3507,5893,-0.03,-0.02,0.08,,16687,16524
138,0.30,0.00317,0.06389,-0.02208,-0.00,0.08,0.02,0.06,0.01,-0.03038,3509,5891,-0.03,-0.02,0.15,,16794,16568
139,0.30,0.00317,0.06344,-0.02373,-0.02,0.06,0.01,0.06,0.01,-0.03204,3511,5889,-0.02,-0.02,0.15,,16794,16568
140,0.31,0.00317,0.06294,-0.03042,-0.01,0.05,0.02,0.06,0.01,-0.03874,3512,5887,-0.02,-0.01,0.15,,16938,16629
140,0.31,0.00317,0.06241,-0.03857,-0.01,0.06,0.01,0.06,0.01,-0.04691,3514,5884,-0.02,-0.01,0.23,,16975,16646
141,0.31,0.00317,0.06177,-0.03692,0.00,0.08,0.02,0.06,0.01,-0.04527,3515,5882,-0.02,-0.01,0.15,,17012,16663
142,0.31,0.00317,0.06118,-0.03663,-0.02,0.09,0.01,0.06,0.01,-0.04500,3517,5881,-0.02,-0.01,0.08,,16761,16557
143,0.31,0.00317,0.06055,-0.03120,-0.00,0.09,0.02,0.06,0.01,-0.03958,3518,5880,-0.02,-0.01,0.08,,16868,16602
143,0.31,0.00317,0.06001,-0.02582,-0.01,0.08,0.01,0.06,0.01,-0.03422,3519,5879,-0.02,-0.01,0.08,,16868,16602
144,0.32,0.00317,0.05951,-0.02184,0.00,0.07,0.02,0.06,0.01,-0.03025,3520,5878,-0.02,-0.01,0.08,,16868,16602
145,0.32,0.00317,0.05909,-0.01849,-0.01,0.07,0.01,0.06,0.01,-0.02691,3520,5877,-0.02,-0.01,0.08,,17012,16663
146,0.32,0.00317,0.05868,-0.02198,-0.01,0.08,0.01,0.06,0.01,-0.03041,3521,5876,-0.02,-0.01,0.08,,16905,16618
146,0.32,0.00317,0.05822,-0.03200,-0.01,0.08,0.01,0.06,0.01,-0.04045,3521,5875,-0.02,-0.00,0.08,,17049,16679
147,0.32,0.00317,0.05767,-0.02974,0.00,0.09,0.02,0.06,0.01,-0.03820,3521,5875,-0.02,-0.00,0.00,,16942,16635
148,0.32,0.00317,0.05715,-0.02721,-0.01,0.10,0.01,0.06,0.01,-0.03569,3522,5875,-0.02,-0.00,0.00,,16798,16574
149,0.33,0.00318,0.05664,-0.01812,-0.01,0.09,0.01,0.06,0.01,-0.02661,3522,5875,-0.02,-0.00,0.00,,16905,16618
149,0.33,0.00318,0.05623,-0.00999,-0.01,0.08,0.01,0.06,0.01,-0.01849,3523,5875,-0.01,-0.00,0.00,,16761,16557
150,0.33,0.00318,0.05590,-0.00154,-0.00,0.06,0.02,0.06,0.01,-0.01004,3523,5875,-0.01,-0.00,0.00,,16868,16602
151,0.33,0.00318,0.05568,-0.00816,-0.01,0.05,0.02,0.06,0.01,-0.01668,3523,5873,-0.01,-0.00,0.15,,17157,16724
152,0.33,0.00318,0.05539,-0.00783,-0.00,0.06,0.02,0.06,0.01,-0.01636,3524,5872,-0.01,-0.00,0.08,,16942,16635
152,0.33,0.00318,0.05510,-0.01010,-0.01,0.09,0.01,0.05,0.01,-0.01864,3524,5872,-0.01,-0.00,0.00,,16942,16635
153,0.33,0.00318,0.05478,-0.00376,0.00,0.10,0.02,0.05,0.01,-0.01232,3524,5872,-0.01,-0.00,0.00,,16942,16635
154,0.34,0.00318,0.05453,-0.00340,-0.01,0.09,0.01,0.05,0.01,-0.01196,3524,5872,-0.01,-0.00,0.00,,16942,16635
155,0.34,0.00318,0.05427,0.00195,-0.01,0.07,0.01,0.05,0.01,-0.00662,3524,5872,-0.01,-0.00,0.00,,16942,16635
155,0.34,0.00318,0.05406,0.00527,-0.01,0.07,0.01,0.05,0.01,-0.00332,3524,5872,-0.01,-0.00,0.00,,16942,16635
156,0.34,0.00318,0.05388,0.01267,0.00,0.08,0.02,0.05,0.01,0.00407,3524,5872,-0.01,-0.00,0.00,,16942,16635
157,0.34,0.00318,0.05381,0.00916,-0.01,0.08,0.01,0.05,0.01,0.00054,3524,5872,-0.01,-0.00,0.00,,16942,16635
158,0.35,0.00318,0.05366,0.00312,-0.00,0.10,0.01,0.05,0.01,-0.00550,3524,5872,-0.01,-0.00,0.00,,16942,16635
159,0.35,0.00318,0.05348,0.00476,-0.00,0.09,0.01,0.05,0.01,-0.00388,3524,5872,-0.01,-0.00,0.00,,16942,16635
159,0.35,0.00318,0.05331,0.00802,0.00,0.09,0.02,0.05,0.01,-0.00063,3524,5872,-0.01,-0.00,0.00,,16942,16635
160,0.35,0.00318,0.05319,0.00787,-0.01,0.08,0.01,0.05,0.01,-0.00079,3524,5872,-0.01,-0.00,0.00,,16942,16635
161,0.35,0.00318,0.05304,0.01161,0.00,0.08,0.02,0.05,0.01,0.00294,3524,5872,-0.01,-0.00,0.00,,16942,16635
162,0.35,0.00318,0.05295,0.01381,-0.01,0.08,0.01,0.05,0.01,0.00513,3524,5872,-0.01,-0.00,0.00,,16942,16635
162,0.35,0.00318,0.05285,0.01783,-0.00,0.08,0.01,0.05,0.01,0.00914,3524,5872,-0.01,-0.00,0.00,,16942,16635
163,0.36,0.00318,0.05282,0.01994,-0.01,0.09,0.01,0.05,0.01,0.01124,3524,5872,-0.01,-0.00,0.00,,16942,16635
164,0.36,0.00318,0.05279,0.02045,-0.01,0.08,0.01,0.05,0.01,0.01173,3524,5872,-0.01,-0.00,0.00,,16942,16635
165,0.36,0.00318,0.05277,0.02026,-0.02,0.07,0.00,0.05,0.01,0.01153,3524,5872,-0.01,-0.00,0.00,,16942,16635
165,0.36,0.00319,0.05273,0.02273,0.00,0.07,0.02,0.05,0.01,0.01399,3524,5872,-0.01,-0.00,0.00,,16942,16635
166,0.36,0.00319,0.05275,0.01705,-0.02,0.08,0.00,0.05,0.01,0.00830,3524,5872,-0.01,-0.00,0.00,,16942,16635
167,0.37,0.00319,0.05267,0.02394,-0.01,0.09,0.01,0.05,0.01,0.01517,3524,5872,-0.01,-0.00,0.00,,16942,16635
168,0.37,0.00319,0.05269,0.01996,-0.02,0.08,0.01,0.05,0.01,0.01118,3524,5872,-0.01,-0.00,0.00,,16942,16635
169,0.37,0.00319,0.05265,0.02634,-0.00,0.08,0.01,0.05,0.01,0.01755,3524,5872,-0.01,-0.00,0.00,,16942,16635
169,0.37,0.00319,0.05270,0.03132,-0.02,0.09,0.00,0.05,0.01,0.02252,3524,5872,-0.01,-0.00,0.00,,16942,16635
170,0.37,0.00319,0.05277,0.02963,-0.00,0.08,0.01,0.05,0.01,0.02081,3524,5872,-0.01,-0.00,0.00,,16942,16635
171,0.37,0.00319,0.05286,0.02427,-0.02,0.08,0.00,0.05,0.01,0.01544,3524,5872,-0.01,-0.00,0.00,,16942,16635
172,0.38,0.00319,0.05286,0.02777,-0.01,0.08,0.01,0.05,0.01,0.01893,3524,5872,-0.01,-0.00,0.00,,16942,16635
173,0.38,0.00319,0.05291,0.02660,-0.01,0.10,0.01,0.05,0.01,0.01775,3523,5872,-0.01,-0.00,0.00,,17087,16696
173,0.38,0.00319,0.05294,0.02632,0.01,0.10,0.02,0.05,0.01,0.01746,3523,5872,-0.01,-0.00,0.00,,16979,16652
174,0.38,0.00319,0.05301,0.02566,-0.01,0.09,0.01,0.05,0.01,0.01679,3523,5872,-0.01,-0.00,0.00,,16979,16652
175,0.38,0.00319,0.05303,0.01964,0.00,0.08,0.02,0.05,0.01,0.01076,3522,5872,-0.02,-0.00,0.00,,17124,16713
176,0.38,0.00319,0.05302,0.02067,0.00,0.09,0.01,0.05,0.01,0.01177,3522,5872,-0.02,-0.00,0.00,,17016,16668
177,0.39,0.00319,0.05302,0.02313,0.00,0.09,0.02,0.05,0.01,0.01423,3522,5872,-0.02,-0.00,0.00,,17016,16668
177,0.39,0.00319,0.05304,0.01998,-0.01,0.09,0.01,0.05,0.01,0.01106,3522,5872,-0.02,-0.00,0.00,,17016,16668
178,0.39,0.00319,0.05301,0.02477,-0.00,0.09,0.01,0.05,0.01,0.01584,3522,5872,-0.02,-0.00,0.00,,17016,16668
179,0.39,0.00319,0.05304,0.02337,0.00,0.09,0.02,0.05,0.01,0.01443,3521,5872,-0.02,-0.00,0.00,,17161,16729
180,0.40,0.00319,0.05307,0.02095,-0.01,0.08,0.01,0.05,0.01,0.01199,3521,5872,-0.02,-0.00,0.00,,17053,16685
181,0.40,0.00319,0.05305,0.01569,0.00,0.09,0.02,0.05,0.01,0.00673,3521,5872,-0.02,-0.00,0.00,,17053,16685
181,0.40,0.00319,0.05300,0.01680,-0.01,0.09,0.01,0.05,0.01,0.00782,3521,5872,-0.02,-0.00,0.00,,17053,16685
182,0.40,0.00319,0.05293,0.01377,0.00,0.09,0.02,0.05,0.01,0.00478,3520,5872,-0.02,-0.00,0.00,,17198,16746
183,0.40,0.00319,0.05286,0.01222,-0.03,0.08,-0.00,0.05,0.01,0.00322,3520,5872,-0.02,-0.00,0.00,,17090,16702
184,0.40,0.00319,0.05271,0.01341,0.02,0.09,0.02,0.05,0.01,0.00440,3520,5872,-0.02,-0.00,0.00,,17090,16702
185,0.41,0.00320,0.05266,0.01214,-0.01,0.09,0.01,0.05,0.01,0.00312,3519,5872,-0.02,-0.00,0.00,,17235,16763
186,0.41,0.00320,0.05255,0.00745,0.01,0.09,0.02,0.05,0.01,-0.00159,3519,5872,-0.02,-0.00,0.00,,17127,16718
186,0.41,0.00320,0.05243,0.00124,-0.02,0.09,0.00,0.05,0.01,-0.00781,3518,5872,-0.02,-0.00,0.00,,17272,16779
187,0.41,0.00320,0.05220,0.00443,0.01,0.09,0.02,0.05,0.01,-0.00463,3517,5872,-0.02,-0.00,0.00,,17309,16796
188,0.41,0.00320,0.05205,-0.00176,-0.01,0.10,0.01,0.05,0.01,-0.01083,3517,5872,-0.02,-0.00,0.00,,17201,16752
189,0.41,0.00320,0.05180,-0.00194,-0.00,0.10,0.01,0.05,0.01,-0.01102,3516,5872,-0.02,-0.00,0.00,,17346,16813
190,0.42,0.00320,0.05156,0.00164,0.00,0.10,0.01,0.05,0.01,-0.00745,3516,5872,-0.02,-0.00,0.00,,17238,16768
191,0.42,0.00320,0.05137,-0.00532,-0.01,0.08,0.01,0.05,0.01,-0.01442,3515,5872,-0.02,-0.00,0.00,,17383,16829
191,0.42,0.00320,0.05110,0.00097,0.01,0.08,0.02,0.05,0.01,-0.00814,3514,5872,-0.02,-0.00,0.00,,17420,16846
192,0.42,0.00320,0.05091,-0.00362,-0.03,0.07,-0.01,0.05,0.01,-0.01274,3514,5872,-0.02,-0.00,0.00,,17312,16802
193,0.42,0.00320,0.05060,0.00143,0.02,0.09,0.02,0.05,0.01,-0.00770,3513,5872,-0.02,-0.00,0.00,,17457,16863
194,0.43,0.00320,0.05044,-0.00339,-0.02,0.09,0.00,0.05,0.01,-0.01253,3513,5872,-0.02,-0.00,0.00,,17350,16818
195,0.43,0.00320,0.05016,-0.01185,0.02,0.08,0.03,0.05,0.01,-0.02100,3512,5872,-0.02,-0.00,0.00,,17494,16879
196,0.43,0.00320,0.04987,-0.01163,-0.03,0.09,-0.00,0.05,0.01,-0.02080,3512,5872,-0.02,-0.00,0.00,,17387,16835
197,0.43,0.00320,0.04950,-0.01054,0.01,0.09,0.02,0.05,0.01,-0.01971,3511,5872,-0.02,-0.00,0.00,,17531,16896
197,0.43,0.00320,0.04920,-0.00577,-0.00,0.10,0.01,0.05,0.01,-0.01496,3511,5872,-0.02,-0.00,0.00,,17424,16852
198,0.43,0.00320,0.04893,-0.01156,-0.02,0.09,0.01,0.05,0.01,-0.02077,3510,5872,-0.02,-0.00,0.00,,17568,16913
199,0.44,0.00320,0.04859,-0.00266,0.01,0.09,0.02,0.05,0.01,-0.01187,3510,5872,-0.02,-0.00,0.00,,17461,16868
200,0.44,0.00320,0.04837,-0.01061,-0.03,0.09,-0.00,0.05,0.01,-0.01984,3510,5872,-0.02,-0.00,0.00,,17461,16868
201,0.44,0.00320,0.04802,-0.01207,0.05,0.10,0.03,0.05,0.01,-0.02130,3509,5872,-0.03,-0.00,0.00,,17605,16929
202,0.44,0.00320,0.04775,-0.00739,-0.05,0.10,-0.01,0.05,0.01,-0.01663,3509,5872,-0.03,-0.00,0.00,,17498,16885
203,0.44,0.00320,0.04740,-0.00679,0.04,0.10,0.03,0.05,0.01,-0.01604,3509,5872,-0.03,-0.00,0.00,,17498,16885
203,0.44,0.00320,0.04718,-0.01381,-0.05,0.10,-0.01,0.05,0.01,-0.02307,3509,5872,-0.03,-0.00,0.00,,17498,16885
204,0.45,0.00320,0.04677,-0.00784,0.03,0.08,0.03,0.05,0.01,-0.01711,3509,5872,-0.03,-0.00,0.00,,17498,16885
205,0.45,0.00320,0.04653,-0.00705,-0.01,0.09,0.01,0.05,0.01,-0.01634,3509,5872,-0.03,-0.00,0.00,,17498,16885
206,0.45,0.00321,0.04624,-0.01142,-0.00,0.09,0.01,0.05,0.01,-0.02072,3509,5872,-0.03,-0.00,0.00,,17498,16885
207,0.45,0.00321,0.04593,-0.00995,0.02,0.11,0.02,0.05,0.01,-0.01925,3509,5872,-0.03,-0.00,0.00,,17498,16885
208,0.46,0.00321,0.04565,-0.01359,-0.03,0.08,0.00,0.05,0.01,-0.02290,3509,5872,-0.03,-0.00,0.00,,17498,16885
209,0.46,0.00321,0.04528,-0.01392,0.04,0.10,0.02,0.05,0.01,-0.02324,3509,5872,-0.03,-0.00,0.00,,17498,16885
210,0.46,0.00321,0.04498,-0.00804,-0.04,0.10,-0.00,0.04,0.01,-0.01737,3509,5872,-0.03,-0.00,0.00,,17498,16885
211,0.46,0.00321,0.04465,-0.00938,0.02,0.09,0.02,0.04,0.01,-0.01872,3509,5872,-0.03,-0.00,0.00,,17498,16885
212,0.46,0.00321,0.04438,-0.00415,-0.03,0.09,0.00,0.04,0.01,-0.01350,3509,5872,-0.03,-0.00,0.00,,17498,16885
212,0.46,0.00321,0.04411,-0.01290,0.00,0.08,0.01,0.04,0.01,-0.02226,3509,5872,-0.03,-0.00,0.00,,17498,16885
213,0.46,0.00321,0.04379,-0.01143,-0.01,0.10,0.01,0.04,0.01,-0.02080,3509,5872,-0.03,-0.00,0.00,,17498,16885
214,0.47,0.00321,0.04347,-0.01637,-0.02,0.10,0.01,0.04,0.01,-0.02575,3509,5872,-0.03,-0.00,0.00,,17498,16885
215,0.47,0.00321,0.04309,-0.01959,0.00,0.10,0.01,0.04,0.01,-0.02898,3509,5872,-0.03,-0.00,0.00,,17498,16885
216,0.47,0.00321,0.04271,-0.01426,-0.02,0.09,0.01,0.04,0.01,-0.02366,3508,5872,-0.03,-0.00,0.00,,17642,16946
217,0.47,0.00321,0.04235,-0.01639,-0.00,0.09,0.01,0.04,0.01,-0.02580,3508,5872,-0.03,-0.00,0.00,,17535,16902
218,0.48,0.00321,0.04199,-0.01579,0.00,0.10,0.01,0.04,0.01,-0.02521,3508,5872,-0.03,-0.00,0.00,,17535,16902
219,0.48,0.00321,0.04165,-0.02123,-0.01,0.09,0.01,0.04,0.01,-0.03066,3508,5872,-0.03,-0.00,0.00,,17535,16902
220,0.48,0.00321,0.04123,-0.02499,0.00,0.10,0.01,0.04,0.01,-0.03443,3508,5872,-0.03,-0.00,0.00,,17535,16902
221,0.48,0.00321,0.04079,-0.02235,-0.01,0.10,0.01,0.04,0.01,-0.03179,3507,5872,-0.03,-0.00,0.00,,17679,16963
222,0.48,0.00321,0.04037,-0.03341,0.01,0.09,0.01,0.04,0.01,-0.04286,3507,5872,-0.03,-0.00,0.00,,17572,16918
222,0.48,0.00321,0.03986,-0.02606,-0.00,0.10,0.01,0.04,0.01,-0.03552,3507,5872,-0.03,-0.00,0.00,,17572,16918
223,0.49,0.00321,0.03941,-0.02395,-0.01,0.10,0.01,0.04,0.01,-0.03342,3507,5872,-0.03,-0.00,0.00,,17572,16918
224,0.49,0.00321,0.03898,-0.03302,-0.01,0.09,0.01,0.04,0.01,-0.04250,3507,5872,-0.03,-0.00,0.00,,17572,16918
225,0.49,0.00321,0.03845,-0.03084,0.00,0.09,0.01,0.04,0.01,-0.04032,3507,5872,-0.03,-0.00,0.00,,17572,16918
226,0.49,0.00321,0.03796,-0.03299,-0.02,0.10,0.01,0.04,0.01,-0.04248,3507,5872,-0.03,-0.00,0.00,,17572,16918
227,0.49,0.00321,0.03744,-0.03794,0.01,0.10,0.01,0.04,0.01,-0.04744,3507,5872,-0.03,-0.00,0.00,,17572,16918
228,0.50,0.00321,0.03688,-0.04087,-0.02,0.10,0.00,0.04,0.01,-0.05038,3507,5872,-0.03,-0.00,0.00,,17572,16918
229,0.50,0.00321,0.03628,-0.04387,-0.02,0.10,0.01,0.04,0.01,-0.05339,3507,5872,-0.03,-0.00,0.00,,17572,16918
230,0.50,0.00322,0.03565,-0.03624,0.00,0.10,0.01,0.04,0.01,-0.04576,3507,5872,-0.03,-0.00,0.00,,17572,16918
231,0.50,0.00322,0.03511,-0.03545,-0.04,0.09,0.00,0.04,0.01,-0.04499,3507,5872,-0.03,-0.00,0.00,,17572,16918
232,0.50,0.00322,0.03455,-0.04096,0.02,0.09,0.01,0.03,0.01,-0.05050,3506,5872,-0.03,-0.00,0.00,,17716,16979
233,0.51,0.00322,0.03398,-0.03630,-0.05,0.09,-0.00,0.03,0.01,-0.04585,3506,5872,-0.03,-0.00,0.00,,17609,16935
234,0.51,0.00322,0.03340,-0.03769,0.00,0.10,0.01,0.03,0.01,-0.04725,3506,5872,-0.03,-0.00,0.00,,17609,16935
235,0.51,0.00322,0.03286,-0.04011,-0.02,0.12,0.01,0.03,0.01,-0.04968,3506,5872,-0.03,-0.00,0.00,,17609,16935
236,0.51,0.00322,0.03228,-0.04855,-0.00,0.10,0.01,0.03,0.01,-0.05812,3505,5872,-0.03,-0.00,0.00,,17753,16996
237,0.51,0.00322,0.03162,-0.05270,-0.00,0.10,0.01,0.03,0.01,-0.06228,3505,5872,-0.03,-0.00,0.00,,17646,16952
237,0.51,0.00322,0.03092,-0.05844,0.00,0.10,0.01,0.03,0.01,-0.06803,3505,5872,-0.03,-0.00,0.00,,17646,16952
238,0.52,0.00322,0.03017,-0.05632,0.01,0.11,0.01,0.03,0.01,-0.06591,3505,5872,-0.03,-0.00,0.00,,17646,16952
239,0.52,0.00322,0.02945,-0.05075,-0.01,0.11,0.01,0.03,0.01,-0.06035,3505,5872,-0.03,-0.00,0.00,,17646,16952
240,0.52,0.00322,0.02878,-0.05278,0.01,0.10,0.01,0.03,0.01,-0.06239,3505,5872,-0.03,-0.00,0.00,,17646,16952
241,0.52,0.00322,0.02810,-0.05576,-0.04,0.08,0.00,0.03,0.01,-0.06537,3505,5872,-0.03,-0.00,0.00,,17646,16952
242,0.52,0.00322,0.02736,-0.05455,0.04,0.10,0.01,0.03,0.01,-0.06416,3505,5872,-0.03,-0.00,0.00,,17646,16952
243,0.53,0.00322,0.02667,-0.05113,-0.05,0.10,0.00,0.03,0.01,-0.06075,3505,5872,-0.03,-0.00,0.00,,17646,16952
244,0.53,0.00322,0.02599,-0.06159,0.02,0.10,0.01,0.03,0.01,-0.07121,3505,5872,-0.03,-0.00,0.00,,17646,16952
245,0.53,0.00322,0.02522,-0.06645,-0.03,0.09,0.00,0.03,0.01,-0.07609,3505,5872,-0.03,-0.00,0.00,,17646,16952
246,0.53,0.00322,0.02440,-0.06492,-0.02,0.09,0.01,0.02,0.01,-0.07456,3505,5872,-0.03,-0.00,0.00,,17646,16952
247,0.53,0.00322,0.02359,-0.06247,0.01,0.11,0.01,0.02,0.01,-0.07211,3505,5872,-0.03,-0.00,0.00,,17646,16952
248,0.54,0.00322,0.02282,-0.06720,-0.03,0.09,0.00,0.02,0.01,-0.07685,3505,5872,-0.03,-0.00,0.00,,17646,16952
1,0.54,0.00322,0.02200,-0.06973,0.02,0.10,0.01,0.02,0.01,-0.07938,3505,5872,-0.03,-0.00,0.00,,17646,16952
2,0.54,0.00322,0.02116,-0.06281,-0.03,0.10,0.01,0.02,0.01,-0.07246,3505,5872,-0.03,-0.00,0.00,,17646,16952
3,0.54,0.00322,0.02039,-0.06213,0.02,0.10,0.01,0.02,0.01,-0.07179,3505,5872,-0.03,-0.00,0.00,,17646,16952
4,0.54,0.00322,0.01963,-0.06478,-0.05,0.08,0.00,0.02,0.01,-0.07444,3505,5872,-0.03,-0.00,0.00,,17646,16952
5,0.55,0.00322,0.01883,-0.06722,0.03,0.09,0.01,0.02,0.01,-0.07689,3505,5872,-0.03,-0.00,0.00,,17646,16952
6,0.55,0.00322,0.01803,-0.06824,-0.02,0.11,0.01,0.02,0.01,-0.07791,3505,5872,-0.03,-0.00,0.00,,17646,16952
7,0.55,0.00322,0.01722,-0.07173,-0.00,0.11,0.01,0.02,0.01,-0.08140,3505,5872,-0.03,-0.00,0.00,,17646,16952
8,0.55,0.00322,0.01637,-0.07173,0.01,0.12,0.01,0.02,0.01,-0.08141,3504,5872,-0.03,-0.00,0.00,,17790,17013
9,0.55,0.00323,0.01553,-0.07913,-0.04,0.09,0.00,0.02,0.01,-0.08881,3504,5872,-0.03,-0.00,0.00,,17683,16968
10,0.56,0.00323,0.01461,-0.07583,0.03,0.11,0.01,0.01,0.01,-0.08550,3504,5872,-0.03,-0.00,0.00,,17683,16968
11,0.56,0.00323,0.01374,-0.07367,-0.04,0.11,0.01,0.01,0.01,-0.08335,3504,5872,-0.03,-0.00,0.00,,17683,16968
12,0.56,0.00323,0.01288,-0.06966,0.01,0.11,0.01,0.01,0.01,-0.07935,3503,5872,-0.03,-0.00,0.00,,17827,17029
13,0.56,0.00323,0.01207,-0.07108,-0.03,0.10,0.01,0.01,0.01,-0.08076,3503,5872,-0.03,-0.00,0.00,,17720,16985
14,0.56,0.00323,0.01124,-0.07458,0.01,0.09,0.01,0.01,0.01,-0.08426,3503,5872,-0.03,-0.00,0.00,,17720,16985
15,0.57,0.00323,0.01038,-0.07381,-0.00,0.10,0.01,0.01,0.01,-0.08350,3503,5872,-0.03,-0.00,0.00,,17720,16985
16,0.57,0.00323,0.00954,-0.07141,0.00,0.10,0.01,0.01,0.01,-0.08110,3503,5872,-0.03,-0.00,0.00,,17720,16985
17,0.57,0.00323,0.00872,-0.06491,0.02,0.11,0.01,0.01,0.01,-0.07460,3503,5873,-0.03,-0.00,-0.08,,17575,16924
18,0.57,0.00323,0.00797,-0.06887,-0.04,0.08,0.01,0.01,0.01,-0.07856,3503,5873,-0.03,-0.00,0.00,,17683,16968
19,0.57,0.00323,0.00717,-0.07215,0.02,0.08,0.01,0.01,0.01,-0.08184,3503,5873,-0.03,-0.00,0.00,,17683,16968
20,0.58,0.00323,0.00635,-0.06961,-0.03,0.09,0.01,0.01,0.01,-0.07930,3503,5874,-0.03,-0.00,-0.08,,17538,16907
21,0.58,0.00323,0.00555,-0.07503,-0.02,0.09,0.01,0.01,0.01,-0.08472,3503,5875,-0.03,-0.00,-0.08,,17501,16890
22,0.58,0.00323,0.00471,-0.07109,-0.02,0.11,0.01,0.00,0.01,-0.08077,3503,5876,-0.03,-0.01,-0.08,,17464,16874
23,0.58,0.00323,0.00391,-0.05804,-0.01,0.11,0.01,0.00,0.01,-0.06773,3502,5877,-0.03,-0.01,-0.08,,17572,16918
24,0.58,0.00323,0.00324,-0.06177,-0.00,0.08,0.01,0.00,0.01,-0.07145,3502,5877,-0.03,-0.01,0.00,,17572,16918
25,0.59,0.00323,0.00253,-0.06877,0.01,0.06,0.00,0.00,0.01,-0.07846,3502,5877,-0.03,-0.01,0.00,,17572,16918
26,0.59,0.00323,0.00175,-0.06521,-0.01,0.08,0.01,0.00,0.01,-0.07490,3502,5878,-0.03,-0.01,-0.08,,17427,16857
27,0.59,0.00323,0.00102,-0.05801,-0.02,0.11,0.01,0.00,0.01,-0.06769,3502,5878,-0.03,-0.01,0.00,,17535,16902
28,0.59,0.00323,0.00036,-0.06182,-0.01,0.12,0.01,0.00,0.01,-0.07150,3502,5879,-0.03,-0.01,-0.08,,17390,16840
29,0.59,0.00323,-0.00033,-0.06947,-0.02,0.09,0.01,-0.00,0.01,-0.07915,3502,5879,-0.03,-0.01,0.00,,17498,16885
30,0.60,0.00323,-0.00110,-0.07360,-0.03,0.07,0.00,-0.00,0.01,-0.08327,3502,5880,-0.03,-0.01,-0.08,,17353,16824
31,0.60,0.00323,-0.00192,-0.06609,-0.02,0.09,0.01,-0.00,0.01,-0.07577,3502,5880,-0.03,-0.01,0.00,,17461,16868
32,0.60,0.00323,-0.00265,-0.06491,-0.00,0.10,0.01,-0.00,0.01,-0.07459,3502,5880,-0.03,-0.01,0.00,,17461,16868
33,0.60,0.00323,-0.00336,-0.06865,-0.03,0.10,0.01,-0.00,0.01,-0.07832,3502,5880,-0.03,-0.01,0.00,,17461,16868
34,0.60,0.00323,-0.00411,-0.07092,0.02,0.09,0.01,-0.00,0.01,-0.08058,3502,5880,-0.03,-0.01,0.00,,17461,16868
35,0.60,0.00323,-0.00489,-0.07089,0.01,0.09,0.01,-0.00,0.01,-0.08056,3501,5880,-0.03,-0.01,0.00,,17605,16929
36,0.61,0.00323,-0.00566,-0.06298,-0.01,0.09,0.01,-0.01,0.01,-0.07264,3501,5880,-0.03,-0.01,0.00,,17498,16885
37,0.61,0.00323,-0.00634,-0.06532,0.02,0.10,0.01,-0.01,0.01,-0.07498,3501,5881,-0.03,-0.01,-0.08,,17353,16824
38,0.61,0.00323,-0.00705,-0.06589,-0.01,0.08,0.01,-0.01,0.01,-0.07555,3501,5881,-0.03,-0.01,0.00,,17461,16868
39,0.61,0.00323,-0.00776,-0.06541,-0.01,0.09,0.01,-0.01,0.01,-0.07506,3501,5882,-0.03,-0.01,-0.08,,17316,16807
41,0.62,0.00324,-0.00847,-0.06284,-0.02,0.09,0.01,-0.01,0.01,-0.07249,3500,5882,-0.03,-0.01,0.00,,17568,16913
42,0.62,0.00324,-0.00915,-0.06922,0.01,0.09,0.01,-0.01,0.01,-0.07886,3500,5882,-0.03,-0.01,0.00,,17461,16868
43,0.62,0.00324,-0.00989,-0.06873,-0.01,0.10,0.01,-0.01,0.01,-0.07837,3500,5883,-0.03,-0.01,-0.08,,17316,16807
44,0.62,0.00324,-0.01062,-0.06563,-0.00,0.09,0.01,-0.01,0.01,-0.07526,3500,5883,-0.03,-0.01,0.00,,17424,16852
45,0.62,0.00324,-0.01131,-0.06797,0.03,0.08,0.01,-0.01,0.01,-0.07759,3499,5884,-0.03,-0.01,-0.08,,17424,16852
46,0.63,0.00324,-0.01203,-0.06791,0.02,0.08,0.01,-0.01,0.01,-0.07753,3499,5884,-0.03,-0.01,0.00,,17424,16852
47,0.63,0.00324,-0.01274,-0.06958,0.00,0.09,0.01,-0.01,0.01,-0.07919,3499,5885,-0.03,-0.01,-0.08,,17279,16790
