speed_ticks,speed,Kalman_gain,posterior_x_phi,omega_x,omega_y,omega_z,m_lean_angle_meas,m_lean_angle,bias,lean_rate,enc_counts_hand,enc_counts_fork,m_hand_angle,m_fork_angle,steer_rate,sil_command,post_fork_pwm,post_hand_pwm
1236,2.95,0.00336,-0.00642,0.00817,-0.02,-0.04,-0.01,-0.01,0.00,0.00419,3174,5969,-0.28,-0.08,0.00,0.15,16254,16422
1239,2.95,0.00336,-0.00638,-0.01278,0.01,-0.05,-0.01,-0.01,0.00,-0.01676,3174,5969,-0.28,-0.08,0.00,-0.61,16901,16228
1241,2.95,0.00336,-0.00657,-0.00082,0.02,-0.01,0.00,-0.01,0.00,-0.00480,3174,5969,-0.28,-0.08,0.00,-0.18,16532,16339
1244,2.95,0.00336,-0.00659,0.01325,0.03,-0.00,0.00,-0.01,0.00,0.00928,3174,5969,-0.28,-0.08,0.00,0.34,16097,16469
1247,2.95,0.00336,-0.00646,-0.00374,0.01,-0.05,-0.01,-0.01,0.00,-0.00772,3174,5969,-0.28,-0.08,0.00,-0.28,16622,16312
1250,2.95,0.00336,-0.00656,-0.00100,-0.01,-0.06,-0.02,-0.01,0.00,-0.00498,3174,5969,-0.28,-0.08,0.00,-0.18,16537,16337
1252,2.95,0.00336,-0.00664,0.02275,-0.04,-0.03,-0.00,-0.01,0.00,0.01877,3174,5969,-0.28,-0.08,0.00,0.69,15804,16557
1255,2.95,0.00336,-0.00644,0.01977,-0.06,-0.03,-0.00,-0.01,0.00,0.01579,3174,5969,-0.28,-0.08,0.00,0.58,15896,16530
1258,2.95,0.00336,-0.00628,-0.00291,-0.08,-0.04,-0.01,-0.01,0.00,-0.00689,3174,5969,-0.28,-0.08,0.00,-0.25,16596,16320
1260,2.95,0.00336,-0.00635,-0.00099,-0.06,-0.03,-0.01,-0.01,0.00,-0.00497,3174,5969,-0.28,-0.08,0.00,-0.18,16537,16337
1263,2.95,0.00336,-0.00640,0.01369,-0.03,-0.02,-0.00,-0.01,0.00,0.00971,3174,5969,-0.28,-0.08,0.00,0.36,16084,16473
1266,2.95,0.00336,-0.00629,0.00700,-0.01,-0.05,-0.01,-0.01,0.00,0.00302,3174,5969,-0.28,-0.08,0.00,0.11,16290,16411
1269,2.95,0.00336,-0.00628,-0.00280,-0.02,-0.04,-0.01,-0.01,0.00,-0.00678,3174,5969,-0.28,-0.08,0.00,-0.25,16593,16321
1271,2.95,0.00336,-0.00636,0.01259,-0.01,-0.01,-0.00,-0.01,0.00,0.00861,3174,5969,-0.28,-0.08,0.00,0.32,16118,16463
1274,2.95,0.00336,-0.00625,0.02075,-0.00,-0.01,-0.00,-0.01,0.00,0.01677,3174,5969,-0.28,-0.08,0.00,0.61,15866,16539
1277,2.95,0.00336,-0.00607,0.00688,-0.02,-0.04,-0.01,-0.01,0.00,0.00290,3174,5969,-0.28,-0.08,0.00,0.11,16294,16410
1279,2.95,0.00336,-0.00605,0.00178,-0.04,-0.04,-0.01,-0.01,0.00,-0.00220,3174,5969,-0.28,-0.08,0.00,-0.08,16451,16363
1282,2.95,0.00336,-0.00608,0.01398,-0.06,-0.01,0.00,-0.01,0.00,0.01001,3174,5969,-0.28,-0.08,0.00,0.37,16074,16476
1285,2.95,0.00336,-0.00596,0.00878,-0.03,-0.02,-0.00,-0.01,0.00,0.00481,3174,5969,-0.28,-0.08,0.00,0.18,16235,16428
1287,2.95,0.00336,-0.00590,0.00385,0.02,-0.04,-0.01,-0.01,0.00,-0.00013,3174,5969,-0.28,-0.08,0.00,-0.00,16387,16382
1290,2.95,0.00336,-0.00592,0.00874,0.04,-0.02,-0.01,-0.01,0.00,0.00477,3174,5969,-0.28,-0.08,0.00,0.17,16236,16428
1293,2.95,0.00336,-0.00587,0.01997,-0.02,-0.02,-0.00,-0.01,0.00,0.01599,3174,5969,-0.28,-0.08,0.00,0.59,15890,16532
1296,2.95,0.00336,-0.00570,0.01080,-0.01,-0.04,-0.01,-0.01,0.00,0.00682,3174,5969,-0.28,-0.08,0.00,0.25,16173,16447
1298,2.95,0.00336,-0.00565,0.00391,-0.03,-0.04,-0.01,-0.01,0.00,-0.00006,3174,5968,-0.28,-0.08,0.08,-0.00,16385,16383
1301,2.95,0.00336,-0.00565,0.01360,-0.02,-0.01,0.00,-0.01,0.00,0.00962,3174,5968,-0.28,-0.08,0.00,0.35,16086,16473
1304,2.95,0.00336,-0.00553,0.01974,-0.02,-0.01,0.00,-0.01,0.00,0.01576,3174,5968,-0.28,-0.08,0.00,0.58,15897,16529
1307,2.95,0.00336,-0.00536,0.01399,-0.04,-0.04,-0.01,-0.01,0.00,0.01002,3174,5968,-0.28,-0.08,0.00,0.37,16074,16476
1309,2.95,0.00336,-0.00527,0.01483,-0.06,-0.04,-0.01,-0.01,0.00,0.01085,3174,5968,-0.28,-0.08,0.00,0.40,16048,16484
1312,2.95,0.00336,-0.00517,0.02570,-0.04,-0.02,-0.00,-0.01,0.00,0.02172,3174,5968,-0.28,-0.08,0.00,0.80,15713,16585
1315,2.95,0.00336,-0.00494,0.02415,0.02,-0.02,-0.00,-0.00,0.00,0.02017,3174,5968,-0.28,-0.08,0.00,0.74,15761,16570
1317,2.95,0.00336,-0.00473,-0.00531,0.00,-0.04,-0.01,-0.00,0.00,-0.00929,3174,5967,-0.28,-0.08,0.08,-0.34,16670,16297
1320,2.95,0.00336,-0.00484,-0.00441,-0.00,-0.02,-0.00,-0.00,0.00,-0.00838,3174,5967,-0.28,-0.08,0.00,-0.31,16642,16306
1323,2.95,0.00336,-0.00491,0.01365,-0.01,0.01,0.01,-0.00,0.00,0.00968,3174,5967,-0.28,-0.08,0.00,0.35,16085,16473
1326,2.95,0.00336,-0.00478,0.01275,0.01,-0.01,0.00,-0.00,0.00,0.00878,3174,5967,-0.28,-0.08,0.00,0.32,16113,16465
1328,2.95,0.00336,-0.00467,0.00333,0.01,-0.03,-0.01,-0.00,0.00,-0.00064,3174,5967,-0.28,-0.08,0.00,-0.02,16403,16378
1331,2.95,0.00336,-0.00468,0.01262,0.01,-0.03,-0.01,-0.00,0.00,0.00865,3174,5967,-0.28,-0.08,0.00,0.32,16116,16464
1334,2.95,0.00336,-0.00459,0.02355,-0.01,-0.01,-0.00,-0.00,0.00,0.01958,3174,5967,-0.28,-0.08,0.00,0.72,15779,16565
1336,2.95,0.00336,-0.00439,0.01117,-0.02,-0.04,-0.01,-0.00,0.00,0.00720,3174,5967,-0.28,-0.08,0.00,0.26,16161,16450
1339,2.95,0.00336,-0.00433,-0.01156,-0.01,-0.03,-0.01,-0.00,0.00,-0.01553,3174,5966,-0.28,-0.07,0.08,-0.57,16863,16240
1342,2.95,0.00336,-0.00449,-0.00097,-0.00,0.01,0.01,-0.00,0.00,-0.00494,3174,5966,-0.28,-0.07,0.00,-0.18,16536,16338
1345,2.95,0.00336,-0.00451,0.01408,-0.02,0.02,0.01,-0.00,0.00,0.01011,3174,5966,-0.28,-0.07,0.00,0.37,16071,16477
1347,2.95,0.00336,-0.00436,0.00467,-0.06,-0.02,-0.00,-0.00,0.00,0.00070,3174,5966,-0.28,-0.07,0.00,0.03,16362,16390
1350,2.95,0.00336,-0.00434,0.01185,-0.06,-0.04,-0.01,-0.00,0.00,0.00788,3174,5966,-0.28,-0.07,0.00,0.29,16140,16457
1353,2.95,0.00336,-0.00428,0.02874,-0.06,-0.03,-0.01,-0.00,0.00,0.02477,3174,5966,-0.28,-0.07,0.00,0.91,15618,16613
1355,2.95,0.00336,-0.00403,0.02106,-0.02,-0.02,-0.00,-0.00,0.00,0.01710,3174,5966,-0.28,-0.07,0.00,0.63,15855,16542
1358,2.95,0.00336,-0.00386,0.00170,-0.03,-0.02,-0.00,-0.00,0.00,-0.00226,3174,5966,-0.28,-0.07,0.00,-0.08,16453,16363
1361,2.95,0.00336,-0.00388,-0.00444,-0.02,-0.01,-0.00,-0.00,0.00,-0.00840,3174,5965,-0.28,-0.07,0.08,-0.31,16643,16306
1363,2.94,0.00336,-0.00396,-0.00219,-0.02,-0.01,0.00,-0.00,0.00,-0.00615,3174,5965,-0.28,-0.07,0.00,-0.23,16574,16326
3,2.95,0.00336,-0.00400,-0.00327,0.02,-0.01,0.00,-0.00,0.00,-0.00723,3174,5965,-0.28,-0.07,0.00,-0.26,16607,16317
6,2.95,0.00336,-0.00406,0.00918,0.01,0.00,0.00,-0.00,0.00,0.00522,3174,5965,-0.28,-0.07,0.00,0.19,16222,16432
9,2.95,0.00336,-0.00398,0.02848,-0.02,-0.01,0.00,-0.00,0.00,0.02453,3174,5965,-0.28,-0.07,0.00,0.90,15626,16611
11,2.94,0.00336,-0.00372,0.02339,-0.03,-0.03,-0.00,-0.00,0.00,0.01943,3174,5965,-0.28,-0.07,0.00,0.71,15783,16564
14,2.95,0.00336,-0.00353,0.00853,-0.03,-0.04,-0.01,-0.00,0.00,0.00457,3174,5965,-0.28,-0.07,0.00,0.17,16242,16426
17,2.95,0.00336,-0.00350,0.00872,-0.01,-0.01,0.00,-0.00,0.00,0.00476,3174,5964,-0.28,-0.07,0.08,0.17,16236,16428
19,2.94,0.00336,-0.00343,0.00033,-0.02,0.01,0.01,-0.00,0.00,-0.00363,3174,5963,-0.28,-0.07,0.08,-0.13,16496,16350
22,2.95,0.00336,-0.00344,-0.02151,-0.00,-0.01,0.00,-0.00,0.00,-0.02547,3174,5963,-0.28,-0.07,0.00,-0.93,17170,16148
25,2.95,0.00336,-0.00368,-0.02400,-0.02,-0.00,0.00,-0.00,0.00,-0.02796,3174,5963,-0.28,-0.07,0.00,-1.02,17247,16124
27,2.94,0.00336,-0.00394,0.00404,0.00,0.01,0.01,-0.00,0.00,0.00010,3174,5963,-0.28,-0.07,0.00,0.00,16381,16384
30,2.94,0.00336,-0.00390,0.01113,-0.00,0.01,0.01,-0.00,0.00,0.00718,3174,5963,-0.28,-0.07,0.00,0.26,16161,16450
33,2.95,0.00336,-0.00380,0.01311,-0.02,-0.02,-0.00,-0.00,0.00,0.00917,3174,5963,-0.28,-0.07,0.00,0.34,16100,16468
36,2.95,0.00336,-0.00371,0.01153,-0.03,-0.02,-0.00,-0.00,0.00,0.00759,3174,5963,-0.28,-0.07,0.00,0.28,16149,16454
38,2.94,0.00336,-0.00363,0.00498,-0.03,-0.02,-0.00,-0.00,0.00,0.00104,3174,5963,-0.28,-0.07,0.00,0.04,16351,16393
41,2.94,0.00336,-0.00361,0.02165,-0.01,0.00,0.00,-0.00,0.00,0.01771,3174,5963,-0.28,-0.07,0.00,0.65,15836,16548
44,2.95,0.00336,-0.00341,0.00324,0.01,-0.03,-0.01,-0.00,0.00,-0.00070,3174,5963,-0.28,-0.07,0.00,-0.03,16405,16377
46,2.94,0.00336,-0.00343,-0.01709,0.01,-0.06,-0.01,-0.00,0.00,-0.02104,3174,5963,-0.28,-0.07,0.00,-0.77,17034,16188
49,2.94,0.00336,-0.00367,0.00831,-0.01,-0.02,-0.00,-0.00,0.00,0.00437,3174,5963,-0.28,-0.07,0.00,0.16,16249,16424
52,2.95,0.00336,-0.00363,0.01462,0.00,0.00,0.00,-0.00,0.00,0.01068,3174,5963,-0.28,-0.07,0.00,0.39,16054,16482
55,2.95,0.00336,-0.00350,-0.00520,-0.01,-0.01,-0.00,-0.00,0.00,-0.00914,3174,5963,-0.28,-0.07,0.00,-0.33,16666,16299
57,2.94,0.00336,-0.00358,0.00280,-0.03,-0.02,-0.00,-0.00,0.00,-0.00114,3174,5963,-0.28,-0.07,0.00,-0.04,16419,16373
60,2.95,0.00336,-0.00359,0.02775,-0.05,-0.00,0.00,-0.00,0.00,0.02381,3174,5963,-0.28,-0.07,0.00,0.87,15648,16604
63,2.95,0.00336,-0.00334,0.01611,-0.05,-0.03,-0.00,-0.00,0.00,0.01217,3174,5963,-0.28,-0.07,0.00,0.45,16008,16496
65,2.94,0.00336,-0.00322,0.00604,-0.05,-0.03,-0.01,-0.00,0.00,0.00209,3174,5963,-0.28,-0.07,0.00,0.08,16319,16403
68,2.94,0.00336,-0.00321,0.00624,-0.01,-0.01,-0.00,-0.00,0.00,0.00230,3174,5963,-0.28,-0.07,0.00,0.08,16312,16405
71,2.95,0.00336,-0.00318,0.00606,0.01,0.01,0.01,-0.00,0.00,0.00212,3174,5963,-0.28,-0.07,0.00,0.08,16318,16403
74,2.95,0.00336,-0.00313,-0.00907,0.01,-0.00,0.00,-0.00,0.00,-0.01300,3174,5963,-0.28,-0.07,0.00,-0.48,16785,16263
76,2.94,0.00336,-0.00324,-0.01322,0.01,-0.00,0.00,-0.00,0.00,-0.01716,3174,5963,-0.28,-0.07,0.00,-0.63,16914,16224
79,2.94,0.00336,-0.00339,0.01149,0.00,0.01,0.01,-0.00,0.00,0.00756,3174,5963,-0.28,-0.07,0.00,0.28,16150,16454
82,2.95,0.00336,-0.00329,0.02386,0.00,-0.01,0.00,-0.00,0.00,0.01993,3174,5963,-0.28,-0.07,0.00,0.73,15768,16568
84,2.94,0.00336,-0.00307,0.00984,-0.05,-0.04,-0.01,-0.00,0.00,0.00591,3174,5963,-0.28,-0.07,0.00,0.22,16201,16438
87,2.94,0.00336,-0.00303,0.01289,-0.07,-0.03,-0.01,-0.00,0.00,0.00896,3174,5963,-0.28,-0.07,0.00,0.33,16107,16467
90,2.94,0.00336,-0.00295,0.02871,-0.09,-0.00,0.00,-0.00,0.00,0.02478,3174,5963,-0.28,-0.07,0.00,0.91,15618,16613
92,2.94,0.00336,-0.00269,0.00938,-0.05,-0.02,-0.00,-0.00,0.00,0.00545,3174,5963,-0.28,-0.07,0.00,0.20,16215,16434
95,2.94,0.00336,-0.00263,-0.01845,-0.01,-0.03,-0.01,-0.00,0.00,-0.02238,3174,5962,-0.28,-0.07,0.08,-0.82,17075,16176
98,2.94,0.00336,-0.00287,-0.00684,-0.01,-0.01,0.00,-0.00,0.00,-0.01077,3174,5962,-0.28,-0.07,0.00,-0.40,16716,16284
101,2.94,0.00336,-0.00296,0.01267,-0.02,0.02,0.01,-0.00,0.00,0.00874,3174,5962,-0.28,-0.07,0.00,0.32,16113,16465
103,2.94,0.00336,-0.00283,0.01694,-0.01,-0.00,0.00,-0.00,0.00,0.01302,3174,5962,-0.28,-0.07,0.00,0.48,15981,16504
106,2.94,0.00336,-0.00269,0.01692,0.01,-0.02,-0.00,-0.00,0.00,0.01300,3174,5962,-0.28,-0.07,0.00,0.48,15982,16504
109,2.94,0.00336,-0.00256,0.02383,-0.01,-0.02,-0.00,-0.00,0.00,0.01990,3174,5962,-0.28,-0.07,0.00,0.73,15768,16568
112,2.95,0.00336,-0.00236,0.03311,-0.04,-0.01,0.00,-0.00,0.00,0.02918,3173,5962,-0.28,-0.07,0.00,1.07,15482,16654
114,2.94,0.00336,-0.00206,0.00863,-0.07,-0.03,-0.00,-0.00,0.00,0.00471,3173,5962,-0.28,-0.07,0.00,0.17,16238,16427
117,2.94,0.00336,-0.00202,-0.00758,-0.04,-0.03,-0.01,-0.00,0.00,-0.01151,3173,5961,-0.28,-0.07,0.08,-0.42,16739,16277
120,2.94,0.00336,-0.00215,-0.00250,0.01,-0.00,0.00,-0.00,0.00,-0.00642,3173,5960,-0.28,-0.07,0.08,-0.24,16582,16324
122,2.94,0.00336,-0.00220,-0.00460,0.03,0.01,0.01,-0.00,0.00,-0.00852,3173,5960,-0.28,-0.07,0.00,-0.31,16647,16304
125,2.94,0.00336,-0.00225,-0.00553,0.02,0.00,0.00,-0.00,0.00,-0.00945,3173,5960,-0.28,-0.07,0.00,-0.35,16676,16296
128,2.94,0.00336,-0.00233,0.01045,-0.01,0.01,0.00,-0.00,0.00,0.00653,3173,5960,-0.28,-0.07,0.00,0.24,16182,16444
131,2.94,0.00336,-0.00224,0.03487,-0.02,0.02,0.01,-0.00,0.00,0.03096,3173,5960,-0.28,-0.07,0.00,1.14,15427,16671
133,2.94,0.00336,-0.00189,0.02450,-0.01,-0.00,0.00,-0.00,0.00,0.02059,3173,5960,-0.28,-0.07,0.00,0.76,15747,16574
136,2.94,0.00336,-0.00167,0.00565,-0.03,-0.02,-0.00,-0.00,0.00,0.00173,3173,5960,-0.28,-0.07,0.00,0.06,16330,16400
139,2.94,0.00336,-0.00166,0.02211,-0.06,0.01,0.01,-0.00,0.00,0.01820,3173,5960,-0.28,-0.07,0.00,0.67,15821,16552
142,2.94,0.00336,-0.00145,0.01974,-0.09,-0.00,0.00,-0.00,0.00,0.01583,3173,5960,-0.28,-0.07,0.00,0.58,15894,16530
144,2.94,0.00336,-0.00128,-0.01946,-0.07,-0.04,-0.01,-0.00,0.00,-0.02337,3173,5959,-0.28,-0.07,0.08,-0.86,17106,16167
147,2.94,0.00336,-0.00155,-0.01837,0.00,-0.01,-0.00,-0.00,0.00,-0.02228,3173,5957,-0.28,-0.07,0.15,-0.82,17072,16177
150,2.94,0.00336,-0.00177,0.01484,0.04,0.05,0.02,-0.00,0.00,0.01093,3173,5957,-0.28,-0.07,0.00,0.40,16046,16485
152,2.94,0.00336,-0.00158,-0.00281,0.04,0.03,0.01,-0.00,0.00,-0.00671,3173,5957,-0.28,-0.07,0.00,-0.25,16591,16321
155,2.94,0.00336,-0.00160,-0.01262,0.02,-0.00,0.00,-0.00,0.00,-0.01652,3173,5957,-0.28,-0.07,0.00,-0.61,16894,16230
158,2.94,0.00336,-0.00176,0.00504,0.01,0.01,0.00,-0.00,0.00,0.00114,3173,5957,-0.28,-0.07,0.00,0.04,16348,16394
161,2.94,0.00336,-0.00173,0.01930,0.01,0.02,0.01,-0.00,0.00,0.01540,3173,5957,-0.28,-0.07,0.00,0.56,15907,16526
163,2.94,0.00336,-0.00153,0.01266,0.00,0.01,0.01,-0.00,0.00,0.00877,3173,5958,-0.28,-0.07,-0.08,0.32,16112,16465
166,2.94,0.00336,-0.00142,0.00425,-0.03,-0.01,-0.00,-0.00,0.00,0.00036,3173,5958,-0.28,-0.07,0.00,0.01,16372,16387
169,2.94,0.00336,-0.00141,-0.00044,-0.06,-0.02,-0.00,-0.00,0.00,-0.00433,3173,5958,-0.28,-0.07,0.00,-0.16,16517,16343
172,2.94,0.00336,-0.00146,0.00399,-0.05,0.00,0.00,-0.00,0.00,0.00010,3173,5958,-0.28,-0.07,0.00,0.00,16380,16384
174,2.94,0.00336,-0.00144,-0.01504,-0.02,0.00,0.00,-0.00,0.00,-0.01893,3173,5958,-0.28,-0.07,0.00,-0.69,16969,16208
177,2.94,0.00336,-0.00161,-0.01826,-0.03,0.01,0.01,-0.00,0.00,-0.02215,3173,5958,-0.28,-0.07,0.00,-0.81,17068,16178
180,2.94,0.00336,-0.00180,0.01746,-0.02,0.03,0.01,-0.00,0.00,0.01357,3173,5958,-0.28,-0.07,0.00,0.50,15964,16509
182,2.94,0.00336,-0.00163,0.01519,-0.02,-0.01,0.00,-0.00,0.00,0.01131,3172,5958,-0.28,-0.07,0.00,0.41,16034,16488
185,2.94,0.00336,-0.00150,0.00005,-0.03,-0.03,-0.01,-0.00,0.00,-0.00384,3172,5958,-0.28,-0.07,0.00,-0.14,16502,16348
188,2.94,0.00336,-0.00156,0.02719,-0.02,0.01,0.01,-0.00,0.00,0.02331,3171,5959,-0.28,-0.07,-0.08,0.85,15663,16600
191,2.94,0.00336,-0.00130,0.03544,-0.03,0.02,0.01,-0.00,0.00,0.03156,3170,5960,-0.29,-0.07,-0.08,1.16,15408,16676
193,2.94,0.00336,-0.00095,0.00112,-0.04,-0.02,-0.00,-0.00,0.00,-0.00275,3170,5960,-0.29,-0.07,0.00,-0.10,16469,16358
196,2.94,0.00336,-0.00099,-0.00647,-0.04,-0.02,-0.00,-0.00,0.00,-0.01035,3170,5959,-0.29,-0.07,0.08,-0.38,16704,16287
199,2.94,0.00336,-0.00111,-0.00245,-0.02,0.00,0.00,-0.00,0.00,-0.00633,3170,5959,-0.29,-0.07,0.00,-0.23,16579,16325
202,2.94,0.00336,-0.00115,-0.00865,-0.00,0.01,0.01,-0.00,0.00,-0.01253,3170,5958,-0.29,-0.07,0.08,-0.46,16771,16267
204,2.94,0.00336,-0.00125,-0.00606,0.00,0.02,0.01,-0.00,0.00,-0.00993,3170,5958,-0.29,-0.07,0.00,-0.36,16691,16291
207,2.94,0.00336,-0.00132,0.00520,0.01,0.02,0.01,-0.00,0.00,0.00133,3170,5958,-0.29,-0.07,0.00,0.05,16342,16396
210,2.94,0.00336,-0.00127,0.01561,0.01,0.02,0.01,-0.00,0.00,0.01175,3170,5958,-0.29,-0.07,0.00,0.43,16020,16492
212,2.94,0.00336,-0.00112,0.02194,-0.02,0.01,0.00,-0.00,0.00,0.01808,3169,5959,-0.29,-0.07,-0.08,0.66,15824,16551
215,2.94,0.00336,-0.00092,0.00229,-0.03,-0.01,-0.00,-0.00,0.00,-0.00157,3169,5959,-0.29,-0.07,0.00,-0.06,16432,16369
218,2.94,0.00336,-0.00093,0.00917,-0.05,0.01,0.01,-0.00,0.00,0.00531,3169,5959,-0.29,-0.07,0.00,0.19,16219,16433
221,2.94,0.00336,-0.00085,0.02323,-0.07,0.02,0.01,-0.00,0.00,0.01937,3169,5959,-0.29,-0.07,0.00,0.71,15785,16563
223,2.94,0.00336,-0.00063,-0.00827,-0.05,-0.04,-0.01,-0.00,0.00,-0.01213,3169,5959,-0.29,-0.07,0.00,-0.45,16759,16271
226,2.94,0.00336,-0.00078,-0.01784,-0.01,-0.04,-0.01,-0.00,0.00,-0.02170,3169,5959,-0.29,-0.07,0.00,-0.80,17055,16182
229,2.94,0.00336,-0.00102,0.01316,0.02,0.01,0.01,-0.00,0.00,0.00930,3169,5958,-0.29,-0.07,0.08,0.34,16096,16470
232,2.94,0.00336,-0.00090,0.00489,0.03,0.03,0.01,-0.00,0.00,0.00103,3169,5958,-0.29,-0.07,0.00,0.04,16352,16393
234,2.94,0.00336,-0.00085,-0.01260,0.03,0.00,0.00,-0.00,0.00,-0.01646,3169,5958,-0.29,-0.07,0.00,-0.60,16893,16231
237,2.94,0.00336,-0.00101,0.00709,0.00,0.00,0.00,-0.00,0.00,0.00324,3169,5958,-0.29,-0.07,0.00,0.12,16283,16414
240,2.94,0.00336,-0.00096,0.02407,0.01,0.01,0.01,-0.00,0.00,0.02021,3169,5958,-0.29,-0.07,0.00,0.74,15759,16571
243,2.94,0.00336,-0.00073,0.01777,-0.00,-0.00,0.00,-0.00,0.00,0.01392,3169,5958,-0.29,-0.07,0.00,0.51,15953,16513
245,2.94,0.00336,-0.00058,0.00177,-0.05,-0.01,-0.00,-0.00,0.00,-0.00208,3169,5958,-0.29,-0.07,0.00,-0.08,16448,16364
248,2.94,0.00336,-0.00060,-0.00286,-0.07,0.01,0.01,-0.00,0.00,-0.00671,3169,5958,-0.29,-0.07,0.00,-0.25,16591,16321
251,2.94,0.00336,-0.00065,0.01163,-0.06,0.03,0.01,-0.00,0.00,0.00778,3169,5958,-0.29,-0.07,0.00,0.29,16143,16456
254,2.94,0.00336,-0.00053,-0.00346,-0.03,-0.01,-0.00,-0.00,0.00,-0.00731,3169,5958,-0.29,-0.07,0.00,-0.27,16609,16316
256,2.94,0.00336,-0.00060,-0.01336,-0.01,-0.03,-0.00,-0.00,0.00,-0.01721,3169,5958,-0.29,-0.07,0.00,-0.63,16916,16224
259,2.94,0.00336,-0.00079,0.01922,-0.01,0.02,0.01,-0.00,0.00,0.01538,3169,5957,-0.29,-0.07,0.08,0.56,15908,16526
262,2.94,0.00336,-0.00061,0.02010,-0.00,0.02,0.01,-0.00,0.00,0.01626,3169,5957,-0.29,-0.07,0.00,0.60,15881,16534
265,2.94,0.00336,-0.00041,0.00394,0.02,-0.01,0.00,-0.00,0.00,0.00010,3169,5957,-0.29,-0.07,0.00,0.00,16380,16384
267,2.94,0.00336,-0.00040,0.00925,0.05,0.00,0.00,-0.00,0.00,0.00541,3169,5957,-0.29,-0.07,0.00,0.20,16216,16434
270,2.94,0.00336,-0.00033,0.01906,0.00,0.02,0.01,-0.00,0.00,0.01522,3169,5957,-0.29,-0.07,0.00,0.56,15913,16525
273,2.94,0.00336,-0.00015,-0.00757,-0.04,-0.01,-0.00,-0.00,0.00,-0.01141,3169,5957,-0.29,-0.07,0.00,-0.42,16736,16278
276,2.94,0.00336,-0.00026,-0.01849,-0.06,-0.02,-0.00,-0.00,0.00,-0.02233,3169,5956,-0.29,-0.07,0.08,-0.82,17074,16176
278,2.94,0.00336,-0.00050,-0.00604,-0.06,0.03,0.01,-0.00,0.00,-0.00987,3169,5956,-0.29,-0.07,0.00,-0.36,16689,16292
281,2.94,0.00336,-0.00055,0.00877,-0.04,0.05,0.02,-0.00,0.00,0.00495,3169,5956,-0.29,-0.07,0.00,0.18,16231,16429
284,2.94,0.00336,-0.00043,0.00650,-0.03,0.01,0.00,-0.00,0.00,0.00267,3169,5956,-0.29,-0.07,0.00,0.10,16301,16408
287,2.94,0.00336,-0.00039,0.00335,-0.04,-0.02,-0.00,-0.00,0.00,-0.00047,3169,5956,-0.29,-0.07,0.00,-0.02,16398,16379
289,2.94,0.00336,-0.00041,0.02369,-0.03,0.01,0.01,-0.00,0.00,0.01986,3168,5956,-0.29,-0.07,0.00,0.73,15769,16568
292,2.94,0.00336,-0.00019,0.02748,-0.02,0.02,0.01,-0.00,0.00,0.02366,3168,5957,-0.29,-0.07,-0.08,0.87,15652,16603
295,2.94,0.00336,0.00008,0.00733,0.00,-0.00,0.00,0.00,0.00,0.00351,3168,5957,-0.29,-0.07,0.00,0.13,16275,16416
298,2.94,0.00336,0.00013,0.00334,-0.01,-0.01,-0.00,0.00,0.00,-0.00049,3168,5957,-0.29,-0.07,0.00,-0.02,16399,16379
300,2.94,0.00336,0.00012,0.01669,-0.04,-0.01,-0.00,0.00,0.00,0.01287,3168,5957,-0.29,-0.07,0.00,0.47,15985,16503
303,2.94,0.00336,0.00024,-0.00367,-0.05,-0.02,-0.00,0.00,0.00,-0.00749,3168,5957,-0.29,-0.07,0.00,-0.27,16615,16314
306,2.94,0.00336,0.00015,-0.00558,-0.05,-0.02,-0.00,0.00,0.00,-0.00940,3168,5955,-0.29,-0.07,0.15,-0.34,16674,16296
309,2.94,0.00336,0.00005,0.01242,-0.01,0.03,0.01,0.00,0.00,0.00860,3168,5954,-0.29,-0.07,0.08,0.32,16118,16463
311,2.94,0.00336,0.00018,0.00738,0.02,0.04,0.01,0.00,0.00,0.00357,3168,5954,-0.29,-0.07,0.00,0.13,16273,16417
314,2.94,0.00336,0.00026,-0.00314,0.01,0.02,0.01,0.00,0.00,-0.00695,3168,5954,-0.29,-0.07,0.00,-0.25,16598,16319
317,2.94,0.00336,0.00022,-0.00482,0.02,0.01,0.01,0.00,0.00,-0.00863,3168,5954,-0.29,-0.07,0.00,-0.32,16650,16304
320,2.94,0.00336,0.00016,0.00225,0.02,0.02,0.01,0.00,0.00,-0.00156,3168,5954,-0.29,-0.07,0.00,-0.06,16432,16369
322,2.94,0.00336,0.00018,0.01284,0.01,0.03,0.01,0.00,0.00,0.00904,3168,5954,-0.29,-0.07,0.00,0.33,16104,16467
325,2.94,0.00336,0.00031,0.00617,-0.04,0.00,0.00,0.00,0.00,0.00237,3167,5954,-0.29,-0.07,0.00,0.09,16310,16405
328,2.94,0.00336,0.00035,0.00488,-0.05,-0.00,0.00,0.00,0.00,0.00108,3167,5954,-0.29,-0.07,0.00,0.04,16350,16394
331,2.94,0.00336,0.00036,0.02003,-0.06,0.02,0.01,0.00,0.00,0.01624,3167,5954,-0.29,-0.07,0.00,0.60,15882,16534
333,2.94,0.00336,0.00056,0.00846,-0.07,0.02,0.01,0.00,0.00,0.00466,3167,5955,-0.29,-0.07,-0.08,0.17,16239,16427
336,2.94,0.00336,0.00063,-0.00674,-0.03,-0.00,0.00,0.00,0.00,-0.01054,3167,5955,-0.29,-0.07,0.00,-0.39,16709,16286
