hand_angle, fork_angle, lean_angle, fork_rate, lean_rate, hand_torque, bike_speed, command_fork, command_hand 
-14.02,-13.63,1184056.25,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1187569.00,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1191081.75,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1194594.37,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1198106.87,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1201619.50,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1205132.00,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1208644.50,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1212157.25,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1215669.75,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1219182.25,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1222694.75,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1226207.37,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1229720.12,0.00,0.04,0.00,0.00,-0.78,-0.35
-14.02,-13.63,1233232.62,0.00,0.04,0.00,0.00,-0.78,-0.35
-13.97,-13.63,1236745.25,0.00,0.04,0.00,0.00,-0.69,-0.31
-13.97,-13.63,1240257.75,0.00,0.04,0.00,0.00,-0.69,-0.31
-13.80,-13.54,1243770.25,0.00,0.04,0.00,0.00,-0.52,-0.23
-13.80,-13.54,1247283.00,0.00,0.04,0.00,0.00,-0.52,-0.23
-13.80,-13.54,1250795.50,0.00,0.04,0.00,0.00,-0.52,-0.23
-13.80,-13.54,1254308.25,0.00,0.04,0.00,0.00,-0.52,-0.23
-12.83,-12.95,1257820.87,13.18,0.04,0.00,0.00,1.12,0.47
-10.55,-11.12,1261333.37,43.95,0.04,0.00,0.00,1.14,0.51
-9.18,-9.92,1264845.87,17.58,0.04,0.00,0.00,0.97,0.45
-8.09,-8.77,1268358.37,4.39,0.04,0.00,0.00,1.24,0.56
-7.25,-7.98,1271870.87,8.79,0.04,0.00,0.00,1.20,0.55
-6.63,-7.41,1275383.37,4.40,0.04,0.00,0.00,1.42,0.64
-6.06,-6.90,1278895.87,0.00,0.04,0.00,0.00,2.95,1.28
-5.45,-6.43,1282408.62,13.18,0.04,0.00,0.00,1.59,0.73
-4.48,-5.54,1285921.12,8.79,0.04,0.00,0.00,1.86,0.84
-3.60,-4.64,1289433.62,4.39,0.04,0.00,0.00,1.96,0.88
-3.12,-4.16,1292946.12,4.39,0.04,0.00,0.00,1.95,0.88
-2.50,-3.68,1296458.62,4.39,0.04,0.00,0.00,2.23,1.01
-1.84,-3.12,1299971.12,8.79,0.04,0.00,0.00,2.29,1.04
-1.36,-2.55,1303483.62,0.00,0.04,0.00,0.00,2.38,1.07
-1.14,-2.33,1306996.12,0.00,0.04,0.00,0.00,2.38,1.07
-1.01,-2.24,1310508.75,0.00,0.04,0.00,0.00,2.47,1.11
-0.44,-1.82,1314021.25,13.19,0.04,0.00,0.00,2.39,1.09
0.49,-0.79,1317533.75,8.79,0.04,0.00,0.00,2.30,1.05
0.92,-0.13,1321046.25,0.00,0.04,0.00,0.00,2.12,0.95
1.01,-0.09,1324559.12,0.00,0.04,0.00,0.00,2.21,0.99
1.28,0.04,1328072.00,4.39,0.04,0.00,0.00,2.35,1.06
1.67,0.53,1331584.50,8.79,0.04,0.00,0.00,2.03,0.92
2.02,0.79,1335097.12,0.00,0.04,0.00,0.00,2.47,1.11
2.29,1.10,1338609.62,4.39,0.04,15.00,0.00,2.24,1.01
2.73,1.57,1342122.12,4.40,0.04,0.00,0.00,2.19,0.99
2.90,1.71,1345634.62,0.00,0.04,0.00,0.00,2.38,1.07
3.17,1.89,1349147.12,8.79,0.04,0.00,0.00,2.29,1.04
3.47,2.23,1352659.75,4.39,0.04,0.00,0.00,2.36,1.07
3.69,2.50,1356172.37,0.00,0.04,0.00,0.00,2.38,1.07
3.78,2.55,1359685.00,0.00,0.04,0.00,0.00,2.47,1.11
3.78,2.59,1363197.75,0.00,0.04,0.00,0.00,2.38,1.07
3.78,2.59,1366710.37,0.00,0.04,0.00,0.00,2.38,1.07
3.65,2.59,1370223.12,0.00,0.04,0.00,0.00,2.12,0.95
3.25,2.59,1373735.87,0.00,0.04,0.00,0.00,0.05,0.07
2.55,2.34,1377248.62,-4.39,0.04,0.00,0.00,0.54,0.24
0.18,0.89,1380761.12,-30.77,0.04,0.00,0.00,-0.54,-0.28
-1.62,-0.90,1384273.75,13.19,0.04,0.00,0.00,-1.84,-0.81
-2.81,-2.92,1387786.25,52.74,0.04,0.00,0.00,-1.32,-0.54
-4.57,-5.40,1391298.75,8.79,0.04,0.00,0.00,1.40,0.64
-4.66,-5.23,1394811.25,-39.55,0.04,1.00,0.00,2.29,0.99
-4.39,-3.94,1398323.87,-52.74,0.04,0.00,0.00,0.62,0.22
-3.65,-2.86,1401836.37,0.00,0.04,0.00,0.00,-1.57,-0.71
-0.92,-1.01,1405348.87,39.55,0.04,0.00,0.00,1.57,0.66
2.02,2.49,1408861.37,8.79,0.04,0.00,0.00,-1.19,-0.52
3.74,3.29,1412373.87,21.98,0.04,0.00,0.00,0.26,0.14
4.62,3.51,1415886.87,0.00,0.04,0.00,0.00,2.21,0.99
5.28,4.08,1419399.37,8.79,0.04,0.00,0.00,3.42,1.50
6.02,4.87,1422911.87,4.39,0.04,0.00,0.00,2.18,0.99
6.37,5.27,1426424.37,0.00,0.04,0.00,0.00,2.21,0.99
6.37,5.27,1429937.12,0.00,0.04,0.00,0.00,2.21,0.99
6.37,5.27,1433449.75,0.00,0.04,0.00,0.00,2.21,0.99
6.55,5.32,1436962.50,0.00,0.04,0.00,0.00,2.47,1.11
6.95,5.61,1440475.00,4.40,0.04,0.00,0.00,2.54,1.15
7.96,6.68,1443987.50,8.79,0.04,0.00,0.00,2.29,1.04
8.04,7.03,1447500.00,0.00,0.04,0.00,0.00,2.03,0.91
8.13,7.03,1451012.75,0.00,0.04,0.00,0.00,2.21,0.99
8.26,7.03,1454525.50,0.00,0.04,0.00,0.00,2.47,1.11
8.75,7.43,1458038.12,8.79,0.04,0.00,0.00,3.66,1.61
9.19,7.95,1461550.62,0.00,0.04,0.00,0.00,2.47,1.11
9.63,8.32,1465063.25,4.39,0.04,0.00,0.00,2.49,1.13
10.15,8.92,1468575.87,4.39,0.04,0.00,0.00,2.34,1.06
10.64,9.34,1472088.37,4.39,0.04,0.00,0.00,2.47,1.12
11.38,10.07,1475600.87,4.39,0.04,0.00,0.00,2.49,1.13
11.96,10.57,1479113.37,4.39,0.04,0.00,0.00,2.64,1.19
12.75,11.44,1482625.87,13.18,0.04,0.00,0.00,2.24,1.02
13.49,12.17,1486138.37,8.79,0.04,0.00,0.00,2.39,1.09
14.42,13.09,1489650.87,8.79,0.04,0.00,0.00,3.67,1.62
15.25,13.85,1493163.37,8.79,0.04,0.00,0.00,2.54,1.15
15.91,14.56,1496675.87,4.40,0.04,0.00,0.00,2.57,1.16
15.87,14.63,1500188.50,0.00,0.04,0.00,0.00,2.47,1.11
15.34,14.63,1503701.12,0.00,0.04,0.00,0.00,1.42,0.64
14.64,14.28,1507213.62,0.00,0.04,0.00,0.00,0.71,0.32
13.45,13.49,1510726.12,-13.19,0.04,0.00,0.00,0.29,0.12
12.09,12.15,1514238.62,-13.19,0.04,0.00,0.00,0.26,0.10
11.21,11.43,1517751.12,-4.39,0.04,0.00,0.00,-1.59,-0.67
10.37,10.84,1521263.62,-4.39,0.04,0.00,0.00,-0.81,-0.37
9.49,9.71,1524776.25,0.00,0.04,0.00,0.00,-0.43,-0.19
9.19,9.58,1528288.75,0.00,0.04,0.00,0.00,-0.78,-0.35
8.79,9.36,1531801.37,-8.79,0.04,0.00,0.00,-0.89,-0.41
8.13,8.69,1535313.87,-8.79,0.04,0.00,0.00,-0.87,-0.40
7.25,7.81,1538826.37,-8.79,0.04,0.00,0.00,-0.85,-0.39
6.55,7.22,1542339.00,-4.39,0.04,0.00,0.00,-1.21,-0.55
6.20,6.99,1545851.62,0.00,0.04,0.00,0.00,-1.57,-0.71
5.58,6.35,1549364.12,-8.79,0.04,0.00,0.00,-1.28,-0.59
4.92,5.63,1552876.62,-4.39,0.04,0.00,0.00,-1.29,-0.58
4.66,5.36,1556389.25,0.00,0.04,0.00,0.00,-1.40,-0.63
4.35,5.23,1559901.87,-4.40,0.04,0.00,0.00,-1.62,-0.73
3.78,4.84,1563414.37,-13.18,0.04,0.00,0.00,-1.74,-0.79
3.03,4.06,1566927.00,-4.39,0.04,0.00,0.00,-1.93,-0.87
2.42,3.43,1570439.50,0.00,0.04,0.00,0.00,-2.01,-0.91
2.11,3.24,1573952.00,-4.39,0.04,0.00,0.00,-2.14,-0.97
1.94,3.03,1577464.50,0.00,0.04,0.00,0.00,-2.19,-0.98
1.50,2.58,1580977.00,-4.39,0.04,0.00,0.00,-2.03,-0.92
1.10,2.30,1584489.62,-4.39,0.04,0.00,0.00,-3.55,-1.55
0.57,1.67,1588002.12,-4.39,0.04,0.00,0.00,-2.07,-0.94
0.18,1.42,1591514.62,-4.39,0.04,0.00,0.00,-2.35,-1.06
-0.35,0.80,1595027.12,-4.39,0.04,0.00,0.00,-2.17,-0.98
-1.10,0.17,1598539.62,-8.79,0.04,0.00,0.00,-3.56,-1.56
-1.76,-0.56,1602052.12,-4.40,0.04,0.00,0.00,-2.27,-1.03
-2.46,-1.22,1605564.62,-4.39,0.04,0.00,0.00,-2.36,-1.07
-3.12,-1.86,1609077.12,-8.79,0.04,0.00,0.00,-2.26,-1.03
-3.47,-2.09,1612589.62,-4.39,0.04,0.00,0.00,-2.63,-1.19
-4.39,-2.97,1616102.12,-8.79,0.04,0.00,0.00,-2.60,-1.18
-5.62,-4.20,1619614.62,-17.58,0.04,0.00,0.00,-3.62,-1.60
-7.16,-5.70,1623127.12,-13.19,0.04,0.00,0.00,-3.81,-1.68
-8.26,-6.93,1626639.62,-4.39,0.04,0.00,0.00,-2.54,-1.15
-8.92,-7.59,1630152.12,-4.39,0.04,0.00,0.00,-2.54,-1.15
-9.67,-8.05,1633664.62,-8.79,0.04,0.00,0.00,-2.97,-1.35
-10.85,-9.25,1637177.12,-13.18,0.04,0.00,0.00,-2.83,-1.29
-12.57,-11.00,1640689.62,-17.58,0.04,0.00,0.00,-2.62,-1.20
-14.37,-12.86,1644202.12,-13.18,0.04,0.00,0.00,-3.92,-1.73
-15.56,-14.12,1647714.62,-8.79,0.04,0.00,0.00,-2.63,-1.19
-16.26,-14.72,1651227.12,-4.39,0.04,0.00,0.00,-2.95,-1.33
-17.10,-15.43,1654739.62,-8.79,0.04,0.00,0.00,-3.09,-1.40
-18.46,-16.76,1658252.12,-17.58,0.04,0.00,0.00,-4.16,-1.84
-20.13,-18.62,1661764.62,-17.58,0.04,0.00,0.00,-3.78,-1.67
-21.84,-20.69,1665277.12,-13.18,0.04,4.00,0.00,-1.91,-0.87
-21.93,-21.10,1668789.62,0.00,0.04,0.00,0.00,-0.39,-0.22
-20.26,-20.15,1672302.12,13.18,0.04,0.00,0.00,-0.59,-0.25
-17.62,-18.32,1675814.62,52.74,0.04,0.00,0.00,1.13,0.52
-15.82,-16.75,1679327.37,-8.79,0.04,0.00,0.00,2.12,0.94
-13.89,-14.64,1682839.87,-26.37,0.04,0.00,0.00,2.28,1.00
-12.74,-13.07,1686352.37,-52.74,0.04,0.00,0.00,3.45,1.45
-10.55,-9.76,1689864.87,-57.13,0.04,0.00,0.00,1.35,0.50
-7.65,-7.00,1693377.37,8.79,0.04,0.00,0.00,-0.26,-0.16
-4
