raw_hand_torque,transducer_byte,sil_command,speed,lean_angle,lean_rate,hand_angle,fork_angle,fork_rate,lean_torque,hand_torque,command_fork,command_hand
0.03,806,,0.00000,0.00336,0.00040,-0.66564,-0.64720,0.00000,0.00000,0.33541,-1.25671,-0.47552
-0.08,807,,0.00000,0.00336,0.00315,-0.66564,-0.64720,0.00000,0.00000,0.22842,-1.25671,-0.47552
0.03,806,,0.00000,0.00338,0.00099,-0.66564,-0.64720,0.00000,0.00000,0.11595,-1.25671,-0.47552
-0.08,807,,0.00000,0.00337,-0.00218,-0.66564,-0.64720,0.00000,0.00000,0.03156,-1.25671,-0.47552
-0.08,807,,0.00000,0.00334,-0.00082,-0.66564,-0.64720,0.00000,0.00000,-0.02560,-1.25671,-0.47552
0.03,806,,0.00000,0.00332,0.00016,-0.66564,-0.64720,0.00000,0.00000,-0.05610,-1.25671,-0.47552
0.03,806,,0.00000,0.00331,-0.00089,-0.66564,-0.64720,0.00000,0.00000,-0.05309,-1.25671,-0.47552
0.24,804,,0.00000,0.00329,-0.00234,-0.66564,-0.64720,0.00000,0.00000,-0.01568,-1.25671,-0.47552
0.03,806,,0.00000,0.00325,-0.00188,-0.66564,-0.64720,0.00000,0.00000,0.04012,-1.25671,-0.47552
0.03,806,,0.00000,0.00322,0.00387,-0.66564,-0.64720,0.00000,0.00000,0.07418,-1.25671,-0.47552
-0.29,809,,0.00000,0.00325,0.00145,-0.66564,-0.64720,0.00000,0.00000,0.05442,-1.25671,-0.47552
-0.08,807,,0.00000,0.00325,0.00031,-0.66564,-0.64720,0.00000,0.00000,-0.01076,-1.25671,-0.47552
-0.08,807,,0.00000,0.00325,0.00133,-0.66564,-0.64720,0.00000,0.00000,-0.06997,-1.25671,-0.47552
0.13,805,,0.00000,0.00325,0.00109,-0.66564,-0.64720,0.00000,0.00000,-0.08221,-1.25671,-0.47552
0.13,805,,0.00000,0.00325,0.00129,-0.66564,-0.64720,0.00000,0.00000,-0.04322,-1.25671,-0.47552
0.13,805,,0.00000,0.00325,0.00125,-0.66564,-0.64720,0.00000,0.00000,0.02065,-1.25671,-0.47552
-0.08,807,,0.00000,0.00325,0.00011,-0.66564,-0.64720,0.00000,0.00000,0.06330,-1.25671,-0.47552
0.13,805,,0.00000,0.00324,0.00178,-0.66564,-0.64720,0.00000,0.00000,0.07141,-1.25671,-0.47552
0.03,806,,0.00000,0.00324,-0.00004,-0.66564,-0.64720,0.00000,0.00000,0.07021,-1.25671,-0.47552
0.03,806,,0.00000,0.00323,-0.00060,-0.66564,-0.64720,0.00000,0.00000,0.06550,-1.25671,-0.47552
-0.08,807,,0.00000,0.00322,0.00015,-0.66564,-0.64720,0.00000,0.00000,0.04633,-1.25671,-0.47552
0.03,806,,0.00000,0.00321,0.00132,-0.66564,-0.64720,0.00000,0.00000,0.01924,-1.25671,-0.47552
0.03,806,,0.00000,0.00321,0.00128,-0.66564,-0.64720,0.00000,0.00000,0.00333,-1.25671,-0.47552
0.98,797,,0.00000,0.00321,0.00030,-0.66564,-0.64720,0.00000,0.00000,0.06764,-1.25671,-0.47552
-0.08,807,,0.00000,0.00320,-0.00276,-0.66564,-0.64720,0.00000,0.00000,0.20477,-1.25671,-0.47552
0.03,806,,0.00000,0.00316,0.00097,-0.66564,-0.64720,0.00000,0.00000,0.26365,-1.25671,-0.47552
0.03,806,,0.00000,0.00316,0.00170,-0.66564,-0.64720,0.00000,0.00000,0.21727,-1.25671,-0.47552
0.03,806,,0.00000,0.00317,0.00226,-0.66564,-0.64720,0.00000,0.00000,0.14709,-1.25671,-0.47552
-0.18,808,,0.00000,0.00318,0.00324,-0.66564,-0.64720,0.00000,0.00000,0.07175,-1.25671,-0.47552
0.03,806,,0.00000,0.00320,0.00003,-0.66564,-0.64720,0.00000,0.00000,0.00035,-1.25671,-0.47552
0.13,805,,0.00000,0.00319,0.00166,-0.66564,-0.64720,0.00000,0.00000,-0.02876,-1.25671,-0.47552
0.13,805,,0.00000,0.00319,-0.00108,-0.66564,-0.64720,0.00000,0.00000,-0.00403,-1.25671,-0.47552
0.03,806,,0.00000,0.00317,-0.00065,-0.66564,-0.64720,0.00000,0.00000,0.03625,-1.25671,-0.47552
0.03,806,,0.00000,0.00315,0.00213,-0.66564,-0.64720,0.00000,0.00000,0.05782,-1.25671,-0.47552
-0.08,807,,0.00000,0.00316,0.00130,-0.66564,-0.64720,0.00000,0.00000,0.05158,-1.25671,-0.47552
0.03,806,,0.00000,0.00316,0.00162,-0.66564,-0.64720,0.00000,0.00000,0.02841,-1.25671,-0.47552
0.03,806,,0.00000,0.00317,0.00080,-0.66564,-0.64720,0.00000,0.00000,0.01163,-1.25671,-0.47552
0.03,806,,0.00000,0.00317,-0.00089,-0.66564,-0.64720,0.00000,0.00000,0.00916,-1.25671,-0.47552
0.13,805,,0.00000,0.00315,0.00138,-0.66564,-0.64720,0.00000,0.00000,0.02039,-1.25671,-0.47552
0.13,805,,0.00000,0.00315,-0.00085,-0.66564,-0.64720,0.00000,0.00000,0.04851,-1.25671,-0.47552
0.03,806,,0.00000,0.00313,0.00338,-0.66564,-0.64720,0.00000,0.00000,0.07601,-1.25671,-0.47552
0.03,806,,0.00000,0.00315,0.00028,-0.66564,-0.64720,0.00000,0.00000,0.08158,-1.25671,-0.47552
-0.08,807,,0.00000,0.00314,0.00247,-0.66564,-0.64720,0.00000,0.00000,0.06232,-1.25671,-0.47552
0.13,805,,0.00000,0.00316,0.00174,-0.66564,-0.64720,0.00000,0.00000,0.03801,-1.25671,-0.47552
-0.08,807,,0.00000,0.00316,-0.00089,-0.66564,-0.64720,0.00000,0.00000,0.02531,-1.25671,-0.47552
0.13,805,,0.00000,0.00314,0.00016,-0.66564,-0.64720,0.00000,0.00000,0.02083,-1.25671,-0.47552
0.03,806,,0.00000,0.00313,-0.00094,-0.66564,-0.64720,0.00000,0.00000,0.02808,-1.25671,-0.47552
0.45,802,,0.00000,0.00311,-0.00055,-0.66564,-0.64720,0.00000,0.00000,0.06674,-1.25671,-0.47552
0.13,805,,0.00000,0.00310,-0.00204,-0.66564,-0.64720,0.00000,0.00000,0.13648,-1.25671,-0.47552
-0.18,808,,0.00000,0.00306,0.00050,-0.66564,-0.64720,0.00000,0.00000,0.16456,-1.25671,-0.47552
-0.08,807,,0.00000,0.00306,0.00039,-0.66564,-0.64720,0.00000,0.00000,0.11081,-1.25671,-0.47552
0.45,802,,0.00000,0.00305,-0.00050,-0.66564,-0.64720,0.00000,0.00000,0.06631,-1.25671,-0.47552
0.03,806,,0.00000,0.00304,0.00148,-0.66564,-0.64720,0.00000,0.00000,0.08756,-1.25671,-0.47552
-0.08,807,,0.00000,0.00304,-0.00067,-0.66564,-0.64720,0.00000,0.00000,0.10170,-1.25671,-0.47552
0.03,806,,0.00000,0.00302,0.00098,-0.66564,-0.64720,0.00000,0.00000,0.07342,-1.25671,-0.47552
0.03,806,,0.00000,0.00302,0.00086,-0.66564,-0.64720,0.00000,0.00000,0.04239,-1.25671,-0.47552
0.13,805,,0.00000,0.00302,-0.00001,-0.66564,-0.64720,0.00000,0.00000,0.03286,-1.25671,-0.47552
0.03,806,,0.00000,0.00301,-0.00111,-0.66564,-0.64720,0.00000,0.00000,0.04192,-1.25671,-0.47552
-0.08,807,,0.00000,0.00299,-0.00157,-0.66564,-0.64720,0.00000,0.00000,0.04193,-1.25671,-0.47552
0.13,805,,0.00000,0.00296,-0.00087,-0.66564,-0.64720,0.00000,0.00000,0.03108,-1.25671,-0.47552
0.03,806,,0.00000,0.00294,-0.00111,-0.66564,-0.64720,0.00000,0.00000,0.03294,-1.25671,-0.47552
0.13,805,,0.00000,0.00292,0.00007,-0.66564,-0.64720,0.00000,0.00000,0.04667,-1.25671,-0.47552
-0.18,808,,0.00000,0.00291,0.00261,-0.66564,-0.64720,0.00000,0.00000,0.04733,-1.25671,-0.47552
-0.18,808,,0.00000,0.00293,0.00113,-0.66564,-0.64720,0.00000,0.00000,0.00676,-1.25671,-0.47552
-0.29,809,,0.00000,0.00293,-0.00095,-0.66564,-0.64720,0.00000,0.00000,-0.06841,-1.25671,-0.47552
-0.08,807,,0.00000,0.00291,0.00104,-0.66564,-0.64720,0.00000,0.00000,-0.13759,-1.25671,-0.47552
-0.08,807,,0.00000,0.00291,0.00006,-0.66564,-0.64720,0.00000,0.00000,-0.16423,-1.25671,-0.47552
0.56,801,,0.00000,0.00290,-0.00131,-0.66564,-0.64720,0.00000,0.00000,-0.10906,-1.25671,-0.47552
0.35,803,,0.00000,0.00288,-0.00050,-0.66564,-0.64720,0.00000,0.00000,0.03632,-1.25671,-0.47552
0.45,802,,0.00000,0.00286,0.00100,-0.66564,-0.64720,0.00000,0.00000,0.20111,-1.25671,-0.47552
0.35,803,,0.00000,0.00286,0.00029,-0.66564,-0.64720,0.00000,0.00000,0.32231,-1.25671,-0.47552
0.24,804,,0.00000,0.00285,-0.00080,-0.66564,-0.64720,0.00000,0.00000,0.37855,-1.25671,-0.47552
0.35,803,,0.00000,0.00283,0.00002,-0.66564,-0.64720,0.00000,0.00000,0.37854,-1.25671,-0.47552
0.24,804,,0.00000,0.00282,0.00131,-0.66564,-0.64720,0.00000,0.00000,0.35531,-1.25671,-0.47552
0.24,804,,0.00000,0.00283,0.00323,-0.66564,-0.64720,0.00000,0.00000,0.32163,-1.25671,-0.47552
0.35,803,,0.00000,0.00285,-0.00210,-0.66564,-0.64720,0.00000,0.00000,0.29272,-1.25671,-0.47552
0.24,804,,0.00000,0.00282,0.00189,-0.66564,-0.64720,0.00000,0.00000,0.28072,-1.25671,-0.47552
0.35,803,,0.00000,0.00283,-0.00003,-0.66564,-0.64720,0.00000,0.00000,0.27893,-1.25671,-0.47552
0.24,804,,0.00000,0.00282,0.00134,-0.66564,-0.64720,0.00000,0.00000,0.28185,-1.25671,-0.47552
0.24,804,,0.00000,0.00282,-0.00243,-0.66564,-0.64720,0.00000,0.00000,0.27878,-1.25671,-0.47552
0.45,802,,0.00000,0.00279,0.00220,-0.66564,-0.64720,0.00000,0.00000,0.28121,-1.25671,-0.47552
0.24,804,,0.00000,0.00280,0.00095,-0.66564,-0.64720,0.00000,0.00000,0.29951,-1.25671,-0.47552
0.24,804,,0.00000,0.00280,0.00231,-0.66564,-0.64720,0.00000,0.00000,0.30516,-1.25671,-0.47552
0.24,804,,0.00000,0.00281,0.00153,-0.66564,-0.64720,0.00000,0.00000,0.28981,-1.25671,-0.47552
0.13,805,,0.00000,0.00282,0.00004,-0.66564,-0.64720,0.00000,0.00000,0.26278,-1.25671,-0.47552
0.24,804,,0.00000,0.00281,0.00122,-0.66564,-0.64720,0.00000,0.00000,0.23111,-1.25671,-0.47552
0.24,804,,0.00000,0.00281,-0.00090,-0.66564,-0.64720,0.00000,0.00000,0.21319,-1.25671,-0.47552
0.13,805,,0.00000,0.00279,0.00023,-0.66564,-0.64720,0.00000,0.00000,0.20579,-1.25671,-0.47552
0.24,804,,0.00000,0.00278,-0.00056,-0.66564,-0.64720,0.00000,0.00000,0.19759,-1.25671,-0.47552
0.24,804,,0.00000,0.00277,-0.00114,-0.66564,-0.64720,0.00000,0.00000,0.19840,-1.25671,-0.47552
0.13,805,,0.00000,0.00275,0.00031,-0.66564,-0.64720,0.00000,0.00000,0.20272,-1.25671,-0.47552
0.45,802,,0.00000,0.00274,0.00325,-0.66564,-0.64720,0.00000,0.00000,0.21445,-1.25671,-0.47552
0.35,803,,0.00000,0.00276,0.00106,-0.66564,-0.64720,0.00000,0.00000,0.25461,-1.25671,-0.47552
0.35,803,,0.00000,0.00276,-0.00008,-0.66564,-0.64720,0.00000,0.00000,0.30280,-1.25671,-0.47552
0.13,805,,0.00000,0.00275,0.00332,-0.66564,-0.64720,0.00000,0.00000,0.31990,-1.25671,-0.47552
0.35,803,,0.00000,0.00278,-0.00004,-0.66564,-0.64720,0.00000,0.00000,0.30529,-1.25671,-0.47552
0.24,804,,0.00000,0.00277,0.00223,-0.66564,-0.64720,0.00000,0.00000,0.28867,-1.25671,-0.47552
0.24,804,,0.00000,0.00278,0.00074,-0.66564,-0.64720,0.00000,0.00000,0.27570,-1.25671,-0.47552
0.24,804,,0.00000,0.00278,0.00140,-0.66564,-0.64720,0.00000,0.00000,0.26060,-1.25671,-0.47552
0.03,806,,0.00000,0.00278,0.00054,-0.66564,-0.64720,0.00000,0.00000,0.23444,-1.25671,-0.47552
0.35,803,,0.00000,0.00278,0.00049,-0.66564,-0.64720,0.00000,0.00000,0.20363,-1.25671,-0.47552
0.35,803,,0.00000,0.00277,0.00343,-0.66564,-0.64720,0.00000,0.00000,0.20775,-1.25671,-0.47552
0.13,805,,0.00000,0.00280,0.00105,-0.66564,-0.64720,0.00000,0.00000,0.23231,-1.25671,-0.47552
0.66,800,,0.00000,0.00280,0.00202,-0.66564,-0.64720,0.00000,0.00000,0.26581,-1.25671,-0.47552
0.03,806,,0.00000,0.00281,0.00022,-0.66564,-0.64720,0.00000,0.00000,0.30823,-1.25671,-0.47552
0.13,805,,0.00000,0.00280,0.00158,-0.66564,-0.64720,0.00000,0.00000,0.30009,-1.25671,-0.47552
0.03,806,,0.00000,0.00280,0.00041,-0.66564,-0.64720,0.00000,0.00000,0.23761,-1.25671,-0.47552
0.03,806,,0.00000,0.00280,-0.00065,-0.66564,-0.64720,0.00000,0.00000,0.16243,-1.25671,-0.47552
0.13,805,,0.00000,0.00278,0.00116,-0.66564,-0.64720,0.00000,0.00000,0.10229,-1.25671,-0.47552
0.03,806,,0.00000,0.00278,0.00115,-0.66564,-0.64720,0.00000,0.00000,0.07172,-1.25671,-0.47552
-0.08,807,,0.00000,0.00279,-0.00092,-0.66564,-0.64720,0.00000,0.00000,0.04733,-1.25671,-0.47552
0.03,806,,0.00000,0.00277,-0.00108,-0.66564,-0.64720,0.00000,0.00000,0.01782,-1.25671,-0.47552
0.13,805,,0.00000,0.00275,-0.00025,-0.66564,-0.64720,0.00000,0.00000,0.00842,-1.25671,-0.47552
0.13,805,,0.00000,0.00273,-0.00167,-0.66564,-0.64720,0.00000,0.00000,0.03125,-1.25671,-0.47552
-0.61,812,,0.00000,0.00271,0.00052,-0.66564,-0.64720,0.00000,0.00000,0.01844,-1.25671,-0.47552
0.03,806,,0.00000,0.00270,0.00267,-0.66564,-0.64720,0.00000,0.00000,-0.06270,-1.25671,-0.47552
0.56,801,,0.00000,0.00272,0.00130,-0.66564,-0.64720,0.00000,0.00000,-0.07881,-1.25671,-0.47552
-0.08,807,,0.00000,0.00272,0.00323,-0.66564,-0.64720,0.00000,0.00000,0.00758,-1.25671,-0.47552
0.03,806,,0.00000,0.00275,0.00327,-0.66564,-0.64720,0.00000,0.00000,0.07018,-1.25671,-0.47552
-0.08,807,,0.00000,0.00277,0.00248,-0.66564,-0.64720,0.00000,0.00000,0.07041,-1.25671,-0.47552
-0.18,808,,0.00000,0.00278,0.00083,-0.66564,-0.64720,0.00000,0.00000,0.03057,-1.25671,-0.47552
0.03,806,,0.00000,0.00278,-0.00089,-0.66564,-0.64720,0.00000,0.00000,-0.02220,-1.25671,-0.47552
0.03,806,,0.00000,0.00276,-0.00124,-0.66564,-0.64720,0.00000,0.00000,-0.04467,-1.25671,-0.47552
0.13,805,,0.00000,0.00274,0.00326,-0.66564,-0.64720,0.00000,0.00000,-0.02717,-1.25671,-0.47552
0.98,797,,0.00000,0.00276,0.00216,-0.66564,-0.64720,0.00000,0.00000,0.07343,-1.25671,-0.47552
0.03,806,,0.00000,0.00278,0.00200,-0.66564,-0.64720,0.00000,0.00000,0.23825,-1.25671,-0.47552
0.03,806,,0.00000,0.00279,-0.00082,-0.66564,-0.64720,0.00000,0.00000,0.31378,-1.25671,-0.47552
-0.08,807,,0.00000,0.00277,-0.00199,-0.66564,-0.64720,0.00000,0.00000,0.26075,-1.25671,-0.47552
0.03,806,,0.00000,0.00274,0.00004,-0.66564,-0.64720,0.00000,0.00000,0.16183,-1.25671,-0.47552
-0.82,814,,0.00000,0.00273,0.00004,-0.66564,-0.64720,0.00000,0.00000,0.02073,-1.25671,-0.47552
-0.08,807,,0.00000,0.00272,0.00137,-0.66564,-0.64720,0.00000,0.00000,-0.15678,-1.25671,-0.47552
-0.39,810,,0.00000,0.00272,0.00106,-0.66564,-0.64720,0.00000,0.00000,-0.28001,-1.25671,-0.47552
-0.92,815,,0.00000,0.00272,0.00023,-0.66564,-0.64720,0.00000,0.00000,-0.37612,-1.25671,-0.47552
0.03,806,,0.00000,0.00272,0.00125,-0.66564,-0.64720,0.00000,0.00000,-0.46364,-1.25671,-0.47552
0.13,805,,0.00000,0.00272,0.00207,-0.66564,-0.64720,0.00000,0.00000,-0.42413,-1.25671,-0.47552
-0.08,807,,0.00000,0.00273,-0.00000,-0.66564,-0.64720,0.00000,0.00000,-0.27867,-1.25671,-0.47552
0.03,806,,0.00000,0.00272,0.00019,-0.66564,-0.64720,0.00000,0.00000,-0.14297,-1.25671,-0.47552
-0.18,808,,0.00000,0.00271,-0.00330,-0.66564,-0.64720,0.00000,0.00000,-0.06219,-1.25671,-0.47552
0.03,806,,0.00000,0.00267,0.00136,-0.66564,-0.64720,0.00000,0.00000,-0.03300,-1.25671,-0.47552
0.03,806,,0.00000,0.00267,-0.00024,-0.66564,-0.64720,0.00000,0.00000,-0.01872,-1.25671,-0.47552
-0.08,807,,0.00000,0.00266,-0.00028,-0.66564,-0.64720,0.00000,0.00000,-0.00732,-1.25671,-0.47552
0.03,806,,0.00000,0.00265,0.00027,-0.66564,-0.64720,0.00000,0.00000,-0.00732,-1.25671,-0.47552
1.51,792,,0.00000,0.00264,0.00363,-0.66564,-0.64720,0.00000,0.00000,0.09497,-1.25671,-0.47552
0.03,806,,0.00000,0.00267,-0.00099,-0.66564,-0.64720,0.00000,0.00000,0.31886,-1.25671,-0.47552
-3.25,837,,0.00000,0.00265,0.00011,-0.66564,-0.64720,0.00000,0.00000,0.21159,-1.25671,-0.47552
0.03,806,,0.00000,0.00264,0.00449,-0.66564,-0.64720,0.00000,0.00000,-0.32440,-1.25671,-0.47552
0.03,806,,0.00000,0.00268,0.00010,-0.66564,-0.64720,0.00000,0.00000,-0.67165,-1.25671,-0.47552
0.03,806,,0.00000,0.00267,0.00037,-0.66564,-0.64720,0.00000,0.00000,-0.62618,-1.25671,-0.47552
0.03,806,,0.00000,0.00266,-0.00138,-0.66564,-0.64720,0.00000,0.00000,-0.43086,-1.25671,-0.47552
0.13,805,,0.00000,0.00264,0.00210,-0.66564,-0.64720,0.00000,0.00000,-0.21926,-1.25671,-0.47552
0.03,806,,0.00000,0.00265,0.00115,-0.66564,-0.64720,0.00000,0.00000,-0.05089,-1.25671,-0.47552
0.03,806,,0.00000,0.00266,0.00037,-0.66564,-0.64720,0.00000,0.00000,0.04706,-1.25671,-0.47552
-0.08,807,,0.00000,0.00265,0.00021,-0.66564,-0.64720,0.00000,0.00000,0.07525,-1.25671,-0.47552
0.13,805,,0.00000,0.00264,0.00021,-0.66564,-0.64720,0.00000,0.00000,0.06704,-1.25671,-0.47552
0.13,805,,0.00000,0.00264,-0.00030,-0.66564,-0.64720,0.00000,0.00000,0.06742,-1.25671,-0.47552
-0.29,809,,0.00000,0.00262,0.00127,-0.66564,-0.64720,0.00000,0.00000,0.05697,-1.25671,-0.47552
-0.08,807,,0.00000,0.00263,-0.00069,-0.66564,-0.64720,0.00000,0.00000,0.00208,-1.25671,-0.47552
0.13,805,,0.00000,0.00261,0.00080,-0.66564,-0.64720,0.00000,0.00000,-0.04208,-1.25671,-0.47552
0.24,804,,0.00000,0.00261,-0.00172,-0.66564,-0.64720,0.00000,0.00000,-0.01997,-1.25671,-0.47552
0.03,806,,0.00000,0.00258,0.00252,-0.66564,-0.64720,0.00000,0.00000,0.03780,-1.25671,-0.47552
-0.08,807,,0.00000,0.00260,0.00096,-0.66564,-0.64720,0.00000,0.00000,0.06616,-1.25671,-0.47552
0.03,806,,0.00000,0.00260,0.00451,-0.66564,-0.64720,0.00000,0.00000,0.05335,-1.25671,-0.47552
0.03,806,,0.00000,0.00263,0.00174,-0.66564,-0.64720,0.00000,0.00000,0.03412,-1.25671,-0.47552
0.13,805,,0.00000,0.00264,0.00115,-0.66564,-0.64720,0.00000,0.00000,0.03169,-1.25671,-0.47552
0.13,805,,0.00000,0.00265,0.00342,-0.66564,-0.64720,0.00000,0.00000,0.05113,-1.25671,-0.47552
-0.08,807,,0.00000,0.00267,0.00005,-0.66564,-0.64720,0.00000,0.00000,0.06721,-1.25671,-0.47552
0.24,804,,0.00000,0.00266,0.00413,-0.66564,-0.64720,0.00000,0.00000,0.07043,-1.25671,-0.47552
-0.08,807,,0.00000,0.00269,-0.00195,-0.66564,-0.64720,0.00000,0.00000,0.07461,-1.25671,-0.47552
-0.61,812,,0.00000,0.00266,-0.00019,-0.66564,-0.64720,0.00000,0.00000,0.02100,-1.25671,-0.47552
-0.18,808,,0.00000,0.00265,-0.00109,-0.66564,-0.64720,0.00000,0.00000,-0.10619,-1.25671,-0.47552
-0.71,813,,0.00000,0.00263,0.00091,-0.66564,-0.64720,0.00000,0.00000,-0.24371,-1.25671,-0.47552
0.24,804,,0.00000,0.00263,-0.00019,-0.66564,-0.64720,0.00000,0.00000,-0.32698,-1.25671,-0.47552
0.13,805,,0.00000,0.00262,-0.00203,-0.66564,-0.64720,0.00000,0.00000,-0.27981,-1.25671,-0.47552
0.13,805,,0.00000,0.00259,0.00008,-0.66564,-0.64720,0.00000,0.00000,-0.14158,-1.25671,-0.47552
0.13,805,,0.00000,0.00258,0.00231,-0.66564,-0.64720,0.00000,0.00000,-0.01021,-1.25671,-0.47552
0.03,806,,0.00000,0.00260,0.00254,-0.66564,-0.64720,0.00000,0.00000,0.07577,-1.25671,-0.47552
0.03,806,,0.00000,0.00261,0.00110,-0.66564,-0.64720,0.00000,0.00000,0.10553,-1.25671,-0.47552
0.13,805,,0.00000,0.00261,-0.00129,-0.66564,-0.64720,0.00000,0.00000,0.10407,-1.25671,-0.47552
0.24,804,,0.00000,0.00259,-0.00271,-0.66564,-0.64720,0.00000,0.00000,0.11150,-1.25671,-0.47552
0.24,804,,0.00000,0.00256,0.00125,-0.66564,-0.64720,0.00000,0.00000,0.14200,-1.25671,-0.47552
0.13,805,,0.00000,0.00256,0.00050,-0.66564,-0.64720,0.00000,0.00000,0.17379,-1.25671,-0.47552
-0.18,808,,0.00000,0.00256,-0.00122,-0.66564,-0.64720,0.00000,0.00000,0.16187,-1.25671,-0.47552
0.35,803,,0.00000,0.00253,-0.00004,-0.66564,-0.64720,0.00000,0.00000,0.12087,-1.25671,-0.47552
0.03,806,,0.00000,0.00252,-0.00024,-0.66564,-0.64720,0.00000,0.00000,0.10744,-1.25671,-0.47552
0.24,804,,0.00000,0.00251,-0.00118,-0.66564,-0.64720,0.00000,0.00000,0.11616,-1.25671,-0.47552
0.24,804,,0.00000,0.00249,-0.00008,-0.66564,-0.64720,0.00000,0.00000,0.13880,-1.25671,-0.47552
0.45,802,,0.00000,0.00248,-0.00103,-0.66564,-0.64720,0.00000,0.00000,0.18961,-1.25671,-0.47552
0.45,802,,0.00000,0.00246,-0.00118,-0.66564,-0.64720,0.00000,0.00000,0.26686,-1.25671,-0.47552
0.24,804,,0.00000,0.00244,0.00249,-0.66564,-0.64720,0.00000,0.00000,0.33419,-1.25671,-0.47552
0.24,804,,0.00000,0.00246,-0.00217,-0.66564,-0.64720,0.00000,0.00000,0.35072,-1.25671,-0.47552
0.03,806,,0.00000,0.00243,0.00112,-0.66564,-0.64720,0.00000,0.00000,0.31330,-1.25671,-0.47552
0.13,805,,0.00000,0.00243,0.00112,-0.66564,-0.64720,0.00000,0.00000,0.24230,-1.25671,-0.47552
0.56,801,,0.00000,0.00243,0.00026,-0.66564,-0.64720,0.00000,0.00000,0.20513,-1.25671,-0.47552
0.24,804,,0.00000,0.00243,0.00085,-0.66564,-0.64720,0.00000,0.00000,0.23475,-1.25671,-0.47552
0.24,804,,0.00000,0.00243,-0.00009,-0.66564,-0.64720,0.00000,0.00000,0.26968,-1.25671,-0.47552
0.24,804,,0.00000,0.00242,-0.00111,-0.66564,-0.64720,0.00000,0.00000,0.27598,-1.25671,-0.47552
-0.18,808,,0.00000,0.00240,0.00025,-0.66564,-0.64720,0.00000,0.00000,0.24023,-1.25671,-0.47552
0.35,803,,0.00000,0.00239,-0.00088,-0.66564,-0.64720,0.00000,0.00000,0.17538,-1.25671,-0.47552
1.40,793,,0.00000,0.00238,-0.00092,-0.66564,-0.64720,0.00000,0.00000,0.23012,-1.25671,-0.47552
0.35,803,,0.00000,0.00236,0.00123,-0.66564,-0.64720,0.00000,0.00000,0.42646,-1.25671,-0.47552
-0.18,808,,0.00000,0.00236,-0.00036,-0.66564,-0.64720,0.00000,0.00000,0.52127,-1.25671,-0.47552
0.24,804,,0.00000,0.00235,-0.00092,-0.66564,-0.64720,0.00000,0.00000,0.43448,-1.25671,-0.47552
0.66,800,,0.00000,0.00233,-0.00108,-0.66564,-0.64720,0.00000,0.00000,0.34607,-1.25671,-0.47552
0.24,804,,0.00000,0.00231,0.00123,-0.66564,-0.64720,0.00000,0.00000,0.33790,-1.25671,-0.47552
0.24,804,,0.00000,0.00232,-0.00038,-0.66564,-0.64720,0.00000,0.00000,0.33654,-1.25671,-0.47552
0.24,804,,0.00000,0.00231,0.00013,-0.66564,-0.64720,0.00000,0.00000,0.30981,-1.25671,-0.47552
0.24,804,,0.00000,0.00230,0.00040,-0.66564,-0.64720,0.00000,0.00000,0.27984,-1.25671,-0.47552
0.24,804,,0.00000,0.00230,-0.00030,-0.66564,-0.64720,0.00000,0.00000,0.25660,-1.25671,-0.47552
-0.39,810,,0.00000,0.00228,0.00099,-0.66564,-0.64720,0.00000,0.00000,0.19963,-1.25671,-0.47552
0.24,804,,0.00000,0.00229,0.00405,-0.66564,-0.64720,0.00000,0.00000,0.10130,-1.25671,-0.47552
0.13,805,,0.00000,0.00232,0.00001,-0.66564,-0.64720,0.00000,0.00000,0.04810,-1.25671,-0.47552
0.24,804,,0.00000,0.00231,-0.00210,-0.66564,-0.64720,0.00000,0.00000,0.06355,-1.25671,-0.47552
0.24,804,,0.00000,0.00228,0.00349,-0.66564,-0.64720,0.00000,0.00000,0.11029,-1.25671,-0.47552
0.03,806,,0.00000,0.00231,-0.00023,-0.66564,-0.64720,0.00000,0.00000,0.15021,-1.25671,-0.47552
0.03,806,,0.00000,0.00230,0.00193,-0.66564,-0.64720,0.00000,0.00000,0.14801,-1.25671,-0.47552
-0.08,807,,0.00000,0.00231,0.00028,-0.66564,-0.64720,0.00000,0.00000,0.10762,-1.25671,-0.47552
0.13,805,,0.00000,0.00230,-0.00015,-0.66564,-0.64720,0.00000,0.00000,0.06237,-1.25671,-0.47552
-0.08,807,,0.00000,0.00229,-0.00109,-0.66564,-0.64720,0.00000,0.00000,0.03445,-1.25671,-0.47552
0.03,806,,0.00000,0.00228,-0.00136,-0.66564,-0.64720,0.00000,0.00000,0.01408,-1.25671,-0.47552
0.03,806,,0.00000,0.00225,-0.00125,-0.66564,-0.64720,0.00000,0.00000,0.00233,-1.25671,-0.47552
0.13,805,,0.00000,0.00223,0.00012,-0.66564,-0.64720,0.00000,0.00000,0.01157,-1.25671,-0.47552
0.03,806,,0.00000,0.00223,0.00122,-0.66564,-0.64720,0.00000,0.00000,0.03412,-1.25671,-0.47552
-0.18,808,,0.00000,0.00223,-0.00133,-0.66564,-0.64720,0.00000,0.00000,0.03468,-1.25671,-0.47552
0.03,806,,0.00000,0.00221,0.00106,-0.66564,-0.64720,0.00000,0.00000,0.00461,-1.25671,-0.47552
0.13,805,,0.00000,0.00221,-0.00184,-0.66564,-0.64720,0.00000,0.00000,-0.00859,-1.25671,-0.47552
