raw_hand_torque,transducer_byte,sil_command,speed,lean_angle,lean_rate,hand_angle,fork_angle,fork_rate,lean_torque,hand_torque,command_fork,command_hand
2.25,785,,-0.00216,-0.00101,0.00581,-0.26604,-0.23532,0.00000,0.00000,-3.25917,-0.55797,-0.21185
4.89,760,,0.00000,-0.00095,0.02530,-0.25683,-0.23456,0.07668,0.00000,-0.65308,0.32562,0.00576
6.16,748,,0.00000,-0.00069,0.01392,-0.24840,-0.23149,0.30680,0.00000,1.82615,-0.27671,-0.06682
5.95,750,,0.00216,-0.00055,0.00670,-0.23996,-0.22919,0.23012,0.00000,3.91930,0.60224,0.14409
4.68,762,,0.00216,-0.00048,0.00510,-0.23306,-0.22689,0.23007,0.00000,5.25975,0.61112,0.15732
3.52,773,,0.00216,-0.00043,0.00316,-0.22769,-0.22612,0.07672,0.00000,5.66392,0.87470,0.27593
2.57,782,,0.00216,-0.00040,0.00092,-0.22385,-0.22612,0.00000,0.00000,5.26584,0.96709,0.32212
-0.18,808,,0.00216,-0.00039,-0.00077,-0.22232,-0.22612,0.00000,0.00000,4.25173,0.67257,0.20343
0.66,800,,0.00216,-0.00039,-0.00576,-0.22155,-0.22612,0.00000,0.00000,2.87892,0.58910,0.17048
-2.09,826,,0.00216,-0.00045,-0.00447,-0.22155,-0.22612,0.00000,0.00000,1.47170,0.46165,0.11774
-1.24,818,,0.00216,-0.00049,-0.00527,-0.22309,-0.22612,0.00000,0.00000,0.17320,-0.28112,-0.02728
-4.94,853,,0.00216,-0.00054,-0.01490,-0.22692,-0.22612,0.00000,0.00000,-1.05102,-0.88317,-0.28435
-2.30,828,,0.00216,-0.00069,-0.02048,-0.23152,-0.22612,0.00000,0.00000,-2.17814,-1.27428,-0.45574
-2.93,834,,0.00216,-0.00089,-0.01312,-0.23612,-0.22612,0.00000,0.00000,-2.89687,-1.53803,-0.57443
-2.93,834,,0.00216,-0.00102,-0.00572,-0.24073,-0.22612,0.00000,0.00000,-3.16037,-1.80163,-0.69305
-4.62,850,,0.00216,-0.00107,-0.00134,-0.24533,-0.22612,0.00000,0.00000,-3.32177,-2.06530,-0.81170
-3.67,841,,0.00216,-0.00108,0.00098,-0.24916,-0.22765,-0.15340,0.00000,-3.56150,-1.81481,-0.71282
-4.84,852,,0.00216,-0.00107,-0.01924,-0.25377,-0.23379,-0.61359,0.00000,-3.83309,-1.08971,-0.40960
-4.31,847,,0.00216,-0.00126,0.00083,-0.25760,-0.23916,-0.53692,0.00000,-4.10160,-1.00177,-0.37003
-2.19,827,,0.00216,-0.00125,0.03780,-0.25913,-0.23992,-0.07668,0.00000,-4.16088,-1.42812,-0.54804
-2.93,834,,0.00216,-0.00087,-0.01141,-0.25990,-0.23839,0.15340,0.00000,-3.84676,-1.81481,-0.71282
-3.46,839,,0.00216,-0.00098,-0.02420,-0.26067,-0.23379,0.46020,0.00000,-3.45613,-2.63219,-1.06219
-3.04,835,,0.00216,-0.00121,-0.00846,-0.26067,-0.23149,0.23007,0.00000,-3.23203,-2.25421,-0.91055
-2.40,829,,0.00216,-0.00129,-0.02115,-0.26067,-0.23149,0.00000,0.00000,-3.07295,-1.87192,-0.75237
-1.66,822,,0.00216,-0.00150,0.01468,-0.26067,-0.23149,0.00000,0.00000,-2.81960,-1.87192,-0.75237
-2.19,827,,0.00216,-0.00135,-0.05724,-0.25837,-0.23149,0.00000,0.00000,-2.48869,-1.35777,-0.53484
-1.77,823,,0.00216,-0.00192,0.00627,-0.25530,-0.23225,-0.07668,0.00000,-2.20793,-0.88314,-0.33049
-1.24,818,,0.00216,-0.00185,-0.01574,-0.25223,-0.23225,0.00000,0.00000,-1.96657,-0.83483,-0.30413
-0.82,814,,0.00000,-0.00200,0.04711,-0.24840,-0.23225,0.00000,0.00000,-1.67821,-0.48773,-0.15255
-0.39,810,,0.00000,-0.00152,-0.01707,-0.24456,-0.23225,0.00000,0.00000,-1.32700,-0.26794,-0.05364
-0.39,810,,0.00000,-0.00169,-0.00004,-0.23996,-0.23225,0.00000,0.00000,-0.95903,0.52318,0.11774
0.24,804,,0.00000,-0.00168,-0.00304,-0.23536,-0.23072,0.15340,0.00000,-0.61210,0.44408,0.09138
-0.08,807,,0.00000,-0.00171,-0.01259,-0.23076,-0.23072,0.00000,0.00000,-0.30327,0.96271,0.31553
-1.66,822,,0.00000,-0.00183,-0.00395,-0.22692,-0.22995,0.07668,0.00000,-0.20049,0.88358,0.28915
0.24,804,,0.00000,-0.00186,-0.00346,-0.22309,-0.22919,0.07673,0.00000,-0.31748,1.05932,0.36824
-0.61,812,,0.00000,-0.00189,-0.01102,-0.22078,-0.22842,0.07667,0.00000,-0.40090,0.89235,0.30233
0.24,804,,0.00000,-0.00199,0.00011,-0.21848,-0.22842,0.00000,0.00000,-0.37664,1.15165,0.41440
-0.08,807,,0.00000,-0.00198,-0.00053,-0.21695,-0.22842,0.00000,0.00000,-0.27881,1.11209,0.40121
-0.08,807,,0.00000,-0.00198,0.00260,-0.21618,-0.22765,0.07672,0.00000,-0.16274,0.85712,0.29571
-0.08,807,,0.00000,-0.00195,0.00322,-0.21542,-0.22689,0.07668,0.00000,-0.09185,0.85722,0.29575
0.24,804,,0.00000,-0.00191,-0.01103,-0.21542,-0.22535,0.15340,0.00000,-0.03735,0.51440,0.15071
0.35,803,,0.00000,-0.00201,-0.00281,-0.21542,-0.22535,0.00000,0.00000,0.04561,0.76929,0.25618
0.66,800,,0.00000,-0.00203,0.00224,-0.21542,-0.22535,0.00000,0.00000,0.17499,0.76929,0.25618
1.30,794,,0.00000,-0.00200,0.00755,-0.21695,-0.22535,0.00000,0.00000,0.38134,0.42651,0.11116
0.35,803,,0.00000,-0.00192,0.00836,-0.21848,-0.22612,-0.07668,0.00000,0.60659,0.50994,0.14409
0.87,798,,0.00000,-0.00183,-0.00359,-0.22078,-0.22612,0.00000,0.00000,0.72893,-0.27672,-0.02068
-0.29,809,,0.00000,-0.00186,-0.00968,-0.22385,-0.22612,0.00000,0.00000,0.70446,-0.57995,-0.15252
1.09,796,,0.00000,-0.00195,-0.00383,-0.22692,-0.22612,0.00000,0.00000,0.59746,-0.75573,-0.23162
1.19,795,,0.00000,-0.00198,-0.00598,-0.22999,-0.22612,0.00000,0.00000,0.59937,-0.93151,-0.31072
1.09,796,,0.00000,-0.00204,-0.00329,-0.23382,-0.22689,-0.07672,0.00000,0.74559,-1.10724,-0.38980
1.40,793,,0.00000,-0.00206,0.00085,-0.23766,-0.22919,-0.23007,0.00000,0.92618,-0.94034,-0.32392
0.87,798,,0.00000,-0.00205,-0.00335,-0.24073,-0.22919,0.00000,0.00000,1.07224,-1.37101,-0.50850
1.72,790,,0.00000,-0.00207,-0.00821,-0.24379,-0.22919,0.00000,0.00000,1.17177,-1.54675,-0.58758
1.93,788,,0.00000,-0.00215,-0.02271,-0.24686,-0.23149,-0.23012,0.00000,1.31795,-1.20831,-0.44913
1.61,791,,0.00000,-0.00237,-0.02355,-0.24840,-0.23456,-0.30680,0.00000,1.50814,-0.73813,-0.25139
1.19,795,,0.00000,-0.00259,0.00822,-0.24916,-0.23686,-0.23010,0.00000,1.60812,-0.65027,-0.21185
0.77,799,,0.00000,-0.00250,0.00051,-0.24993,-0.23686,0.00000,0.00000,1.53690,-1.07653,-0.38982
0.24,804,,0.00000,-0.00249,-0.02576,-0.24993,-0.23532,0.15340,0.00000,1.29298,-1.29186,-0.48211
-0.08,807,,0.00000,-0.00274,-0.02740,-0.25070,-0.23379,0.15341,0.00000,0.92232,-1.55117,-0.59418
-1.03,816,,0.00216,-0.00300,0.00800,-0.25146,-0.23302,0.07668,0.00000,0.45672,-1.51153,-0.58096
-1.13,817,,0.00216,-0.00291,-0.01510,-0.25300,-0.23302,0.00000,0.00000,-0.07936,-1.59946,-0.62053
-1.66,822,,0.00216,-0.00305,0.02343,-0.25607,-0.23302,0.00000,0.00000,-0.61401,-2.03013,-0.80510
-1.56,821,,0.00216,-0.00281,-0.03865,-0.25990,-0.23379,-0.07668,0.00000,-1.07513,-2.20596,-0.88422
-1.88,824,,0.00216,-0.00319,0.00044,-0.26527,-0.23456,-0.07672,0.00000,-1.42427,-2.72443,-1.10831
-1.77,823,,0.00216,-0.00317,0.00891,-0.27064,-0.23609,-0.15340,0.00000,-1.66151,-2.81674,-1.15446
-2.19,827,,0.00216,-0.00307,0.00044,-0.27601,-0.23686,-0.07668,0.00000,-1.82421,-3.20792,-1.32588
-1.66,822,,0.00000,-0.00306,0.00827,-0.28061,-0.23686,0.00000,0.00000,-1.92650,-3.47154,-1.44451
-1.03,816,,0.00000,-0.00296,0.01039,-0.28521,-0.23686,0.00000,0.00000,-1.89067,-3.73522,-1.56316
-1.24,818,,0.00000,-0.00285,-0.00232,-0.28905,-0.23686,0.00000,0.00000,-1.70050,-3.82751,-1.60931
-1.77,823,,0.00000,-0.00287,-0.00360,-0.29211,-0.23762,-0.07672,0.00000,-1.51933,-3.70440,-1.56314
-0.29,809,,0.00000,-0.00289,-0.00315,-0.29365,-0.23762,0.00000,0.00000,-1.37649,-3.66492,-1.54998
-1.24,818,,0.00000,-0.00291,-0.01418,-0.29365,-0.23762,0.00000,0.00000,-1.18817,-3.41001,-1.44450
0.98,797,,0.00000,-0.00304,-0.01475,-0.29365,-0.23762,0.00000,0.00000,-0.91063,-3.41001,-1.44450
0.35,803,,0.00000,-0.00318,-0.01623,-0.29288,-0.23762,0.00000,0.00000,-0.47857,-3.23862,-1.37199
2.67,781,,0.00000,-0.00333,-0.01762,-0.28905,-0.23762,0.00000,0.00000,0.12179,-2.50913,-1.06218
3.73,771,,0.00000,-0.00350,-0.02017,-0.28444,-0.23762,0.00000,0.00000,0.97200,-2.11802,-0.89079
4.57,763,,0.00000,-0.00369,-0.02896,-0.27984,-0.23762,0.00000,0.00000,2.05256,-1.85434,-0.77214
4.68,762,,0.00000,-0.00396,-0.03972,-0.27447,-0.23762,0.00000,0.00000,3.12922,-1.41929,-0.58098
4.89,760,,0.00000,-0.00435,-0.02817,-0.26910,-0.23762,0.00000,0.00000,3.99935,-1.11167,-0.44255
4.57,763,,0.00000,-0.00461,-0.01604,-0.26374,-0.23686,0.07673,0.00000,4.56372,-0.97542,-0.37663
3.94,769,,0.00000,-0.00476,-0.00515,-0.25760,-0.23456,0.23007,0.00000,4.77826,-0.88312,-0.33048
3.20,776,,0.00000,-0.00479,-0.00816,-0.25223,-0.23225,0.23010,0.00000,4.63360,-0.83492,-0.30417
2.04,787,,0.00000,-0.00486,-0.00549,-0.24840,-0.23072,0.15341,0.00000,4.15858,-0.83040,-0.29752
0.24,804,,0.00000,-0.00490,0.00898,-0.24610,-0.22995,0.07668,0.00000,3.34727,-0.86993,-0.31070
-0.18,808,,0.00000,-0.00479,0.02027,-0.24533,-0.22995,0.00000,0.00000,2.26657,-0.95348,-0.34368
-1.24,818,,0.00000,-0.00457,0.03101,-0.24533,-0.22995,0.00000,0.00000,1.11662,-1.08091,-0.39641
-1.98,825,,0.00000,-0.00425,0.04354,-0.24763,-0.22995,0.00000,0.00000,0.02726,-1.59511,-0.61395
-3.14,836,,0.00000,-0.00380,0.03045,-0.25300,-0.22995,0.00000,0.00000,-0.99278,-2.41245,-0.96330
-3.88,843,,0.00000,-0.00348,0.01691,-0.26067,-0.22995,0.00000,0.00000,-1.96575,-3.23423,-1.31926
-3.99,844,,0.00000,-0.00330,0.02381,-0.26910,-0.23225,-0.23007,0.00000,-2.84220,-3.33096,-1.37202
-5.79,861,,0.00000,-0.00305,0.02051,-0.27754,-0.23456,-0.23014,0.00000,-3.62776,-3.68254,-1.53023
-5.68,860,,0.00000,-0.00284,0.02017,-0.28598,-0.23686,-0.23007,0.00000,-4.40635,-4.03408,-1.68842
-6.84,871,,0.00000,-0.00263,0.02394,-0.29442,-0.23762,-0.07672,0.00000,-5.15742,-4.72833,-1.99161
-6.63,869,,0.00000,-0.00238,0.00646,-0.30362,-0.23839,-0.07668,0.00000,-5.82998,-5.33926,-2.26191
-6.84,871,,0.00000,-0.00231,-0.00657,-0.31206,-0.23839,0.00000,0.00000,-6.35287,-5.82248,-2.47936
-6.21,865,,0.00000,-0.00237,-0.00319,-0.31819,-0.23839,0.00000,0.00000,-6.64434,-5.79186,-2.47942
-4.73,851,,0.00216,-0.00239,-0.00717,-0.32356,-0.23992,-0.15340,0.00000,-6.59047,-5.62926,-2.42009
-2.83,833,,0.00216,-0.00245,-0.01146,-0.32663,-0.24299,-0.30680,0.00000,-6.03769,-4.99205,-2.15642
0.03,806,,0.00216,-0.00256,-0.00993,-0.32663,-0.24453,-0.15340,0.00000,-4.87893,-4.64928,-2.01140
4.68,762,,0.00216,-0.00265,-0.01763,-0.32433,-0.24453,0.00000,0.00000,-2.95531,-4.38996,-1.89933
8.06,730,,0.00216,-0.00282,-0.03432,-0.31589,-0.24453,0.00000,0.00000,-0.18653,-2.88721,-1.26000
9.23,719,,0.00216,-0.00315,-0.01607,-0.30439,-0.24453,0.00000,0.00000,3.03280,-1.71813,-0.75237
9.54,716,,0.00000,-0.00330,-0.03861,-0.28905,-0.24453,0.00000,0.00000,5.97603,-0.20176,-0.09309
9.44,717,,0.00000,-0.00367,-0.02508,-0.27217,-0.23992,0.46020,0.00000,8.12525,0.39135,0.01228
8.70,724,,0.00000,-0.00391,-0.00687,-0.25377,-0.23456,0.53687,0.00000,9.32401,1.26590,0.40121
7.75,733,,0.00000,-0.00397,-0.02551,-0.23689,-0.22919,0.53692,0.00000,9.63578,1.67011,0.59234
7.01,740,,0.00000,-0.00421,-0.02655,-0.22002,-0.22612,0.30677,0.00000,9.26905,2.84326,1.10642
6.90,741,,0.00000,-0.00446,-0.00189,-0.20544,-0.22535,0.07668,0.00000,8.55000,3.63479,1.46259
5.84,751,,0.00000,-0.00446,0.01860,-0.19317,-0.22228,0.30677,0.00000,7.74402,3.39706,1.38331
2.67,781,,0.00000,-0.00426,0.02658,-0.18397,-0.21768,0.46024,0.00000,6.75587,2.89631,1.18565
1.09,796,,0.00000,-0.00398,0.00435,-0.18013,-0.21078,0.69039,0.00000,5.35290,1.44593,0.57913
-0.61,812,,0.00000,-0.00392,-0.00462,-0.17937,-0.20618,0.46020,0.00000,3.61517,1.09886,0.42756
-2.51,830,,0.00000,-0.00396,0.02482,-0.17937,-0.20541,0.07667,0.00000,1.74453,1.56474,0.61875
-3.46,839,,0.00000,-0.00370,0.06248,-0.18474,-0.21001,-0.46020,0.00000,-0.11131,1.52075,0.59895
-6.21,865,,0.00000,-0.00306,-0.06772,-0.19010,-0.21461,-0.46020,0.00000,-1.90250,1.47680,0.57918
-8.43,886,,0.00000,-0.00373,0.08534,-0.19777,-0.21768,-0.30683,0.00000,-3.76857,0.57585,0.19682
-10.33,904,,0.00000,-0.00286,0.02352,-0.20621,-0.21845,-0.07668,0.00000,-5.77541,-0.77335,-0.21186
-11.18,912,,0.00000,-0.00262,0.14976,-0.21618,-0.21845,0.00000,0.00000,-7.76249,-1.72692,-0.62713
-11.50,915,,0.00000,-0.00112,0.00665,-0.22615,-0.21845,0.00000,0.00000,-9.46915,-2.29804,-0.88414
-10.23,903,,-0.00216,-0.00105,0.02138,-0.23689,-0.21845,0.00000,0.00000,-10.61382,-3.04071,-1.21373
-9.38,895,,-0.00216,-0.00083,0.02996,-0.24686,-0.21845,0.00000,0.00000,-11.01081,-3.48506,-1.41828
-9.38,895,,-0.00216,-0.00053,-0.06468,-0.25607,-0.21998,-0.15340,0.00000,-10.79233,-3.54186,-1.45770
-7.90,881,,-0.00216,-0.00118,0.00037,-0.26527,-0.22995,-0.99711,0.00000,-10.22183,-2.09600,-0.85782
-5.58,859,,-0.00216,-0.00117,0.00653,-0.27294,-0.24069,-1.07368,0.00000,-9.30332,-1.53798,-0.62055
-2.83,833,,-0.00216,-0.00110,0.04297,-0.27601,-0.24453,-0.38347,0.00000,-7.88987,-1.87637,-0.75898
-0.82,814,,-0.00216,-0.00067,0.02371,-0.27677,-0.24453,0.00000,0.00000,-5.99018,-2.17516,-0.88421
-0.29,809,,-0.00216,-0.00043,-0.05784,-0.27371,-0.23839,0.61359,0.00000,-3.91020,-2.73327,-1.12151
2.35,784,,-0.00216,-0.00100,0.00574,-0.26680,-0.23302,0.53692,0.00000,-1.93188,-1.88065,-0.76552
4.26,766,,-0.00216,-0.00094,-0.09060,-0.25837,-0.23072,0.23012,0.00000,-0.00866,-0.76456,-0.29096
4.79,761,,-0.00216,-0.00184,-0.02826,-0.24686,-0.23072,0.00000,0.00000,1.84364,1.18676,0.37483
5.63,753,,0.00000,-0.00212,-0.15984,-0.23382,-0.23072,0.00000,0.00000,3.42363,2.18892,0.81656
5.53,754,,0.00000,-0.00370,-0.07499,-0.21925,-0.23072,0.00000,0.00000,4.60754,3.27855,1.29768
5.31,756,,0.00000,-0.00444,-0.04577,-0.20621,-0.23072,0.00000,0.00000,5.33704,3.77074,1.52839
5.00,759,,0.00000,-0.00488,0.10959,-0.19317,-0.22919,0.15338,0.00000,5.62506,4.17484,1.71947
3.52,773,,0.00000,-0.00377,0.03914,-0.18167,-0.22535,0.38347,0.00000,5.49622,3.97733,1.65365
1.93,788,,0.00000,-0.00337,0.00912,-0.17246,-0.21691,0.84372,0.00000,4.90196,2.87421,1.19878
0.98,797,,-0.00216,-0.00327,-0.02275,-0.16710,-0.20464,1.22719,0.00000,3.89791,1.20432,0.49347
-0.18,808,,-0.00216,-0.00348,-0.05595,-0.16479,-0.19697,0.76699,0.00000,2.68179,1.15159,0.46051
-1.03,816,,-0.00216,-0.00403,-0.03769,-0.16479,-0.19697,0.00000,0.00000,1.42810,2.04368,0.82966
-1.66,822,,0.00000,-0.00439,-0.03494,-0.17016,-0.20464,-0.76699,0.00000,0.26180,2.55785,1.04719
-2.40,829,,0.00000,-0.00472,-0.03849,-0.17707,-0.21078,-0.61353,0.00000,-0.74631,2.00415,0.81648
-4.10,845,,0.00000,-0.00509,0.15726,-0.18627,-0.21308,-0.23014,0.00000,-1.67387,0.58903,0.21660
-5.47,858,,0.00000,-0.00351,0.09638,-0.19931,-0.21308,0.00000,0.00000,-2.68878,-1.57749,-0.54143
-6.53,868,,0.00000,-0.00254,0.20873,-0.21542,-0.21308,0.00000,0.00000,-3.83680,-3.01011,-1.16765
-6.00,863,,0.00216,-0.00045,0.03665,-0.23382,-0.21308,0.00000,0.00000,-4.92971,-4.44682,-1.80034
-6.00,863,,0.00216,-0.00008,0.03212,-0.25300,-0.21308,0.00000,0.00000,-5.70497,-5.67320,-2.34758
-3.57,840,,0.00216,0.00024,-0.05958,-0.27294,-0.21538,-0.23010,0.00000,-5.94023,-6.42940,-2.69709
-5.15,855,,0.00216,-0.00035,-0.11435,-0.29442,-0.23225,-1.68738,0.00000,-5.66799,-4.52623,-1.91912
-4.84,852,,0.00216,-0.00149,-0.00776,-0.31282,-0.25066,-1.84078,0.00000,-5.28824,-3.76157,-1.60271
-3.78,842,,0.00216,-0.00156,0.02562,-0.32893,-0.26063,-0.99707,0.00000,-4.95944,-5.13273,-2.18281
-2.51,830,,0.00216,-0.00130,0.10724,-0.34044,-0.26293,-0.23010,0.00000,-4.49076,-6.16959,-2.63095
-0.39,810,,0.00216,-0.00023,0.03995,-0.34350,-0.26293,0.00000,0.00000,-3.70564,-5.32603,-2.28826
-1.24,818,,0.00216,0.00017,0.14191,-0.34580,-0.26293,0.00000,0.00000,-2.68792,-5.33047,-2.29487
3.52,773,,0.00216,0.00158,0.02763,-0.34657,-0.26293,0.00000,0.00000,-1.49930,-5.11949,-2.20916
7.32,737,,0.00216,0.00185,-0.08107,-0.34580,-0.26293,0.00000,0.00000,0.28078,-4.82066,-2.08391
7.96,731,,0.00216,0.00104,-0.13309,-0.33660,-0.26293,0.00000,0.00000,2.70199,-2.89147,-1.26653
8.49,726,,0.00216,-0.00029,-0.32543,-0.32433,-0.26293,0.00000,0.00000,5.11258,-1.67837,-0.73910
9.12,720,,0.00216,-0.00353,-0.11399,-0.30899,-0.26140,0.15340,0.00000,7.02528,-0.63268,-0.27776
9.33,718,,0.00216,-0.00466,-0.10843,-0.29288,-0.25756,0.38352,0.00000,8.35186,0.21551,-0.06685
6.90,741,,0.00216,-0.00572,-0.02455,-0.27677,-0.25220,0.53687,0.00000,8.98585,0.57595,0.10458
7.11,739,,0.00216,-0.00595,0.12323,-0.25990,-0.24529,0.69034,0.00000,8.86330,1.01998,0.30900
6.06,749,,0.00216,-0.00470,-0.02435,-0.24610,-0.24069,0.46015,0.00000,8.25468,1.41952,0.49342
4.36,765,,0.00216,-0.00493,0.04207,-0.23382,-0.23839,0.23012,0.00000,7.36713,2.11835,0.80327
4.05,768,,0.00216,-0.00449,-0.00227,-0.22539,-0.23762,0.07668,0.00000,6.28296,2.17558,0.84287
2.57,782,,0.00216,-0.00450,-0.02493,-0.22078,-0.23609,0.15340,0.00000,5.15339,1.58667,0.60554
0.56,801,,0.00216,-0.00473,-0.02494,-0.21925,-0.23302,0.30680,0.00000,3.95324,0.73413,0.24959
-0.82,814,,0.00216,-0.00496,0.01855,-0.22002,-0.22995,0.30680,0.00000,2.58418,-0.26792,-0.00749
-2.09,826,,0.00000,-0.00476,-0.00396,-0.22769,-0.22919,0.07672,0.00000,1.10825,-1.51602,-0.54145
-3.78,842,,0.00000,-0.00478,0.04246,-0.23843,-0.22919,0.00000,0.00000,-0.39158,-2.51372,-0.97657
-4.73,851,,0.00000,-0.00435,0.07229,-0.25146,-0.23149,-0.23012,0.00000,-1.87460,-3.12872,-1.25333
-6.63,869,,0.00000,-0.00361,0.05071,-0.26604,-0.23456,-0.30683,0.00000,-3.32141,-3.91557,-1.60279
-7.06,873,,0.00000,-0.00309,0.03806,-0.28291,-0.24223,-0.76699,0.00000,-4.71239,-4.06039,-1.68181
-9.17,893,,0.00000,-0.00270,0.01592,-0.29825,-0.25526,-1.30399,0.00000,-6.03309,-3.04535,-1.26656
-12.03,920,,0.00000,-0.00254,0.06713,-0.30976,-0.26370,-0.84367,0.00000,-7.47482,-3.34855,-1.39839
-12.77,927,,0.00000,-0.00186,0.10554,-0.32203,-0.26523,-0.15338,0.00000,-9.15523,-5.23797,-2.20250
-10.33,904,,0.00216,-0.00080,0.01381,-0.33353,-0.26523,0.00000,0.00000,-10.60914,-6.02478,-2.55194
-8.01,882,,0.00216,-0.00066,0.01898,-0.34427,-0.26293,0.23007,0.00000,-11.14218,-7.02668,-2.99356
-6.74,870,,0.00216,-0.00047,0.03130,-0.35271,-0.26293,0.00000,0.00000,-10.58780,-6.74547,-2.89471
-3.67,841,,0.00216,-0.00016,-0.04273,-0.35654,-0.26293,0.00000,0.00000,-9.19918,-6.20054,-2.67717
-0.08,807,,0.00216,-0.00058,0.00903,-0.35654,-0.26217,0.07672,0.00000,-7.09911,-5.73478,-2.48604
3.94,769,,0.00216,-0.00049,-0.19548,-0.35271,-0.26217,0.00000,0.00000,-4.30912,-4.75037,-2.07074
7.75,733,,0.00000,-0.00244,-0.03265,-0.34427,-0.26217,0.00000,0.00000,-0.94580,-3.50231,-1.53680
9.86,713,,0.00000,-0.00275,-0.06366,-0.33200,-0.26217,0.00000,0.00000,2.67390,-2.16199,-0.95672
11.02,702,,0.00000,-0.00338,-0.00549,-0.31819,-0.26217,0.00000,0.00000,6.04329,-1.11609,-0.49530
12.93,684,,0.00000,-0.00342,-0.02176,-0.30209,-0.25756,0.46024,0.00000,8.82815,-0.83904,-0.35679
12.29,690,,0.00000,-0.00363,-0.04240,-0.28598,-0.25143,0.61353,0.00000,10.91273,-0.52300,-0.20533
12.08,692,,0.00000,-0.00404,-0.03222,-0.27064,-0.24529,0.61355,0.00000,12.17430,0.27718,-0.02064
11.13,701,,0.00000,-0.00434,-0.04711,-0.25760,-0.24069,0.46020,0.00000,12.62022,0.63305,0.14412
8.91,722,,0.00000,-0.00480,-0.00683,-0.24763,-0.23686,0.38356,0.00000,12.31669,0.60234,0.14414
7.01,740,,0.00000,-0.00485,0.00895,-0.23996,-0.23609,0.07668,0.00000,11.29355,1.12528,0.37485
4.68,762,,0.00000,-0.00474,0.01589,-0.23536,-0.23609,0.00000,0.00000,9.68596,1.00659,0.33528
2.78,780,,0.00000,-0.00457,0.01958,-0.23459,-0.23609,0.00000,0.00000,7.70028,0.41333,0.09138
-0.08,807,,0.00000,-0.00436,0.04328,-0.23459,-0.23609,0.00000,0.00000,5.48806,0.28589,0.03865
-2.72,832,,0.00000,-0.00391,0.02352,-0.23996,-0.23609,0.00000,0.00000,3.08738,-1.31382,-0.46892
-4.52,849,,0.00000,-0.00366,0.05248,-0.24840,-0.23609,0.00000,0.00000,0.58621,-2.30698,-0.89739
-7.48,877,,0.00000,-0.00313,0.01661,-0.25837,-0.23609,0.00000,0.00000,-1.90208,-3.13316,-1.25994
-9.59,897,,0.00000,-0.00295,0.04136,-0.26834,-0.23609,0.00000,0.00000,-4.37697,-3.70444,-1.51701
-10.02,901,,0.00000,-0.00253,-0.00662,-0.27831,-0.23839,-0.23007,0.00000,-6.69209,-3.76162,-1.55659
-12.98,929,,0.00000,-0.00259,0.01289,-0.28828,-0.24836,-0.99711,0.00000,-8.71599,-2.48711,-1.02920
-11.50,915,,0.00000,-0.00245,0.00733,-0.29902,-0.26063,-1.22714,0.00000,-10.40168,-2.14448,-0.88424
-10.86,909,,0.00000,-0.00237,0.06190,-0.30745,-0.26600,-0.53692,0.00000,-11.45013,-3.08478,-1.27970
-10.02,901,,0.00000,-0.00175,0.05347,-0.31436,-0.26600,0.00000,0.00000,-11.71012,-4.11754,-1.72136
-8.32,885,,0.00000,-0.00121,-0.02264,-0.31973,-0.26063,0.53692,0.00000,-11.30346,-5.37004,-2.26192
-7.06,873,,0.00000,-0.00143,-0.02826,-0.32433,-0.25680,0.38347,0.00000,-10.36045,-5.47101,-2.32120
-6.10,864,,0.00000,-0.00171,-0.02564,-0.32510,-0.25526,0.15340,0.00000,-9.10099,-4.58336,-1.95867
-4.62,850,,0.00000,-0.00196,-0.00213,-0.32510,-0.25526,0.00000,0.00000,-7.73690,-4.20104,-1.80047
-4.62,850,,0.00000,-0.00197,-0.14298,-0.32126,-0.25526,0.00000,0.00000,-6.43379,-3.34411,-1.43792
-4.31,847,,0.00000,-0.00339,-0.00034,-0.31436,-0.25526,0.00000,0.00000,-5.38620,-2.43883,-1.04900
-3.67,841,,0.00000,-0.00338,-0.04089,-0.30745,-0.25603,-0.07668,0.00000,-4.64116,-1.87199,-0.79854
-3.04,835,,0.00000,-0.00378,0.04560,-0.30055,-0.25603,0.00000,0.00000,-4.07227,-1.60388,-0.67328
-2.09,826,,0.00000,-0.00331,0.00380,-0.29288,-0.25603,0.00000,0.00000,-3.53702,-1.03698,-0.42279
-1.35,819,,0.00000,-0.00326,-0.03477,-0.28521,-0.25373,0.23007,0.00000,-2.93897,-1.11164,-0.44254
-0.50,811,,0.00000,-0.00360,-0.01861,-0.27831,-0.25066,0.30680,0.00000,-2.25526,-1.14684,-0.44915
-3.36,838,,0.00000,-0.00377,-0.02027,-0.27141,-0.24759,0.30680,0.00000,-1.74920,-0.92711,-0.35027
-0.61,812,,0.00000,-0.00396,0.01521,-0.26527,-0.24606,0.15340,0.00000,-1.59566,-0.53600,-0.17889
-0.61,812,,0.00000,-0.00379,0.00497,-0.25990,-0.24529,0.07668,0.00000,-1.45077,-0.27227,-0.06021
-0.71,813,,0.00000,-0.00373,0.01697,-0.25530,-0.24529,0.00000,0.00000,-1.17023,0.39136,0.05842
-0.08,807,,0.00000,-0.00355,0.02364,-0.25070,-0.24529,0.00000,0.00000,-0.88086,0.65503,0.17708
-0.29,809,,0.00000,-0.00330,0.02228,-0.24763,-0.24529,0.00000,0.00000,-0.60173,0.57598,0.15073
