-0.29260,4.18280,0.01822,-0.06314,0.02772,0.03145,0.00000,0.00000,0.01946,-0.30156,-0.55252,-0.29260,0.00000
-0.28302,4.18280,0.01760,-0.06107,0.02772,0.03145,0.00000,0.00000,0.02375,0.32835,-0.83378,-0.28302,0.00000
-0.18571,4.18509,0.01705,-0.04011,0.02772,0.03145,0.00000,0.00000,0.02193,0.07954,0.24771,-0.18571,0.00000
-0.36719,4.18509,0.01666,-0.07931,0.02772,0.03145,0.00000,0.00000,0.00148,0.41120,0.19476,-0.36719,0.00000
-0.23264,4.18280,0.01590,-0.05020,0.02772,0.03145,0.00000,0.00000,-0.03564,0.38517,-0.38704,-0.23264,0.00000
-0.26940,4.18280,0.01542,-0.05813,0.02772,0.03145,0.00000,0.00000,-0.08044,0.48661,-0.20056,-0.26940,0.00000
-0.41234,4.18280,0.01485,-0.08897,0.02772,0.03145,0.00000,0.00000,-0.10746,0.47092,0.22723,-0.41234,0.00000
-0.26548,4.18280,0.01399,-0.05728,0.02772,0.03068,-0.07668,0.00000,-0.11028,0.54910,-0.14966,-0.26548,0.00000
-0.37614,4.18509,0.01343,-0.08124,0.02772,0.02991,-0.07672,0.00000,-0.09949,0.94233,-0.63239,-0.37614,0.00000
-0.43332,4.18280,0.01264,-0.09350,0.02772,0.02991,0.00000,0.00000,-0.07658,-0.50358,-0.26770,-0.43332,0.00000
-0.31272,4.18280,0.01175,-0.06748,0.02772,0.02991,0.00000,0.00000,-0.04351,-1.08543,0.71938,-0.31272,0.00000
-0.42816,4.18051,0.01106,-0.09230,0.02772,0.02991,0.00000,0.00000,-0.00234,-0.38194,0.81655,-0.42816,0.00000
-0.36952,4.18051,0.01013,-0.07966,0.02772,0.02838,-0.15338,0.00000,0.04072,-0.19907,-0.34931,-0.36952,0.00000
-0.35920,4.18280,0.00936,-0.07751,0.02772,0.02761,-0.07668,0.00000,0.07514,-0.09152,-0.99049,-0.35920,0.00000
-0.49500,4.18509,0.00863,-0.10691,0.02772,0.02685,-0.07672,0.00000,0.09488,-0.30429,-0.26965,-0.49500,0.00000
