0  0  0 - 0.00  0.00 - 57.02  57.02 - 0.00
0  0  0 - 0.00  0.00 - 57.22  57.22 - 0.00
0  0  0 - 0.00  0.00 - 57.41  57.41 - 0.00
0  0  0 - 0.00  0.00 - 57.60  57.60 - 0.00
0  0  0 - 0.00  0.00 - 57.79  57.79 - 0.00
0  0  0 - 0.00  0.00 - 57.98  57.98 - 0.00
0  0  0 - 0.00  0.00 - 58.18  58.18 - 0.00
0  0  0 - 0.00  0.00 - 58.37  58.37 - 0.00
0  0  0 - 0.00  0.00 - 58.56  58.56 - 0.00
0  0  0 - 0.00  0.00 - 58.75  58.75 - 0.00
0  0  0 - 0.00  0.00 - 58.94  58.94 - 0.00
0  0  0 - 0.00  0.00 - 59.14  59.14 - 0.00
0  0  0 - 0.00  0.00 - 59.33  59.33 - 0.00
0  0  0 - 0.00  0.00 - 59.52  59.52 - 0.00
0  0  0 - 0.00  0.00 - 59.71  59.71 - 0.00
0  0  0 - 0.00  0.00 - 59.90  59.90 - 0.00
0  0  0 - 0.00  0.00 - 60.10  60.10 - 0.00
0  0  0 - 0.00  0.00 - 60.29  60.29 - 0.00
0  0  0 - 0.00  0.00 - 60.48  60.48 - 0.00
0  0  0 - 0.00  0.00 - 60.67  60.67 - 0.00
0  0  0 - 0.00  0.00 - 60.86  60.86 - 0.00
0  0  0 - 0.00  0.00 - 61.06  61.06 - 0.00
0  0  0 - 0.00  0.00 - 61.25  61.25 - 0.00
0  0  0 - 0.00  0.00 - 61.44  61.44 - 0.00
0  0  0 - 0.00  0.00 - 61.63  61.63 - 0.00
0  0  0 - 0.00  0.00 - 61.82  61.82 - 0.00
0  0  0 - 0.00  0.00 - 62.02  62.02 - 0.00
0  0  0 - 0.00  0.00 - 62.21  62.21 - 0.00
0  0  0 - 0.00  0.00 - 62.40  62.40 - 0.00
0  0  0 - 0.00  0.00 - 62.59  62.59 - 0.00
0  0  0 - 0.00  0.00 - 62.78  62.78 - 0.00
0  0  0 - 0.00  0.00 - 62.98  62.98 - 0.00
0  0  0 - 0.00  0.00 - 63.17  63.17 - 0.00
0  0  0 - 0.00  0.00 - 63.36  63.36 - 0.00
0  0  0 - 0.00  0.00 - 63.55  63.55 - 0.00
0  0  0 - 0.00  0.00 - 63.74  63.74 - 0.00
0  0  0 - 0.00  0.00 - 63.94  63.94 - 0.00
0  0  0 - 0.00  0.00 - 64.13  64.13 - 0.00
0  0  0 - 0.00  0.00 - 64.32  64.32 - 0.00
0  0  0 - 0.00  0.00 - 64.51  64.51 - 0.00
0  0  0 - 0.00  0.00 - 64.70  64.70 - 0.00
0  0  0 - 0.00  0.00 - 64.90  64.90 - 0.00
0  0  0 - 0.00  0.00 - 65.09  65.09 - 0.00
0  0  0 - 0.00  0.00 - 65.28  65.28 - 0.00
0  0  0 - 0.00  0.00 - 65.47  65.47 - 0.00
0  0  0 - 0.00  0.00 - 65.66  65.66 - 0.00
0  0  0 - 0.00  0.00 - 65.86  65.86 - 0.00
0  0  0 - 0.00  0.00 - 66.05  66.05 - 0.00
0  0  0 - 0.00  0.00 - 66.24  66.24 - 0.00
0  0  0 - 0.00  0.00 - 66.43  66.43 - 0.00
0  0  0 - 0.00  0.00 - 66.62  66.62 - 0.00
0  0  0 - 0.00  0.00 - 66.82  66.82 - 0.00
0  0  0 - 0.00  0.00 - 67.01  67.01 - 0.00
0  0  0 - 0.00  0.00 - 67.20  67.20 - 0.00
0  0  0 - 0.00  0.00 - 67.39  67.39 - 0.00
0  0  0 - 0.00  0.00 - 67.58  67.58 - 0.00
0  0  0 - 0.00  0.00 - 67.78  67.78 - 0.00
0  0  0 - 0.00  0.00 - 67.97  67.97 - 0.00
0  0  0 - 0.00  0.00 - 68.16  68.16 - 0.00
0  0  0 - 0.00  0.00 - 68.35  68.35 - 0.00
0  0  0 - 0.00  0.00 - 68.54  68.54 - 0.00
0  0  0 - 0.00  0.00 - 68.74  68.74 - 0.00
0  0  0 - 0.00  0.00 - 68.93  68.93 - 0.00
0  0  0 - 0.00  0.00 - 69.12  69.12 - 0.00
0  0  0 - 0.00  0.00 - 69.31  69.31 - 0.00
0  0  0 - 0.00  0.00 - 69.50  69.50 - 0.00
0  0  0 - 0.00  0.00 - 69.70  69.70 - 0.00
0  0  0 - 0.00  0.00 - 69.89  69.89 - 0.00
0  0  0 - 0.00  0.00 - 70.08  70.08 - 0.00
0  0  0 - 0.00  0.00 - 70.27  70.27 - 0.00
0  0  0 - 0.00  0.00 - 70.46  70.46 - 0.00
0  0  0 - 0.00  0.00 - 70.66  70.66 - 0.00
0  0  0 - 0.00  0.00 - 70.85  70.85 - 0.00
0  0  0 - 0.00  0.00 - 71.04  71.04 - 0.00
0  0  0 - 0.00  0.00 - 71.23  71.23 - 0.00
0  0  0 - 0.00  0.00 - 71.42  71.42 - 0.00
0  0  0 - 0.00  0.00 - 71.62  71.62 - 0.00
0  0  0 - 0.00  0.00 - 71.81  71.81 - 0.00
0  0  0 - 0.00  0.00 - 72.00  72.00 - 0.00
0  0  0 - 0.00  0.00 - 72.19  72.19 - 0.00
0  0  0 - 0.00  0.00 - 72.38  72.38 - 0.00
0  0  0 - 0.00  0.00 - 72.58  72.58 - 0.00
0  0  0 - 0.00  0.00 - 72.77  72.77 - 0.00
0  0  0 - 0.00  0.00 - 72.96  72.96 - 0.00
0  0  0 - 0.00  0.00 - 73.15  73.15 - 0.00
0  0  0 - 0.00  0.00 - 73.34  73.34 - 0.00
0  0  0 - 0.00  0.00 - 73.54  73.54 - 0.00
0  0  0 - 0.00  0.00 - 73.73  73.73 - 0.00
0  0  0 - 0.00  0.00 - 73.92  73.92 - 0.00
0  0  0 - 0.00  0.00 - 74.11  74.11 - 0.00
0  0  0 - 0.00  0.00 - 74.30  74.30 - 0.00
0  0  0 - 0.00  0.00 - 74.50  74.50 - 0.00
0  0  0 - 0.00  0.00 - 74.69  74.69 - 0.00
0  0  0 - 0.00  0.00 - 74.88  74.88 - 0.00
0  0  0 - 0.00  0.00 - 75.07  75.07 - 0.00
0  0  0 - 0.00  0.00 - 75.26  75.26 - 0.00
0  0  0 - 0.00  0.00 - 75.46  75.46 - 0.00
0  0  0 - 0.00  0.00 - 75.65  75.65 - 0.00
0  0  0 - 0.00  0.00 - 75.84  75.84 - 0.00
0  0  0 - 0.00  0.00 - 76.03  76.03 - 0.00
0  0  0 - 0.00  0.00 - 76.22  76.22 - 0.00
0  0  0 - 0.00  0.00 - 76.42  76.42 - 0.00
0  0  0 - 0.00  0.00 - 76.61  76.61 - 0.00
0  0  0 - 0.00  0.00 - 76.80  76.80 - 0.00
0  0  0 - 0.00  0.00 - 76.99  76.99 - 0.00
0  0  0 - 0.00  0.00 - 77.18  77.18 - 0.00
0  0  0 - 0.00  0.00 - 77.38  77.38 - 0.00
0  0  0 - 0.00  0.00 - 77.57  77.57 - 0.00
0  0  0 - 0.00  0.00 - 77.76  77.76 - 0.00
0  0  0 - 0.00  0.00 - 77.95  77.95 - 0.00
0  0  0 - 0.00  0.00 - 78.14  78.14 - 0.00
0  0  0 - 0.00  0.00 - 78.34  78.34 - 0.00
0  0  0 - 0.00  0.00 - 78.53  78.53 - 0.00
0  0  0 - 0.00  0.00 - 78.72  78.72 - 0.00
0  0  0 - 0.00  0.00 - 78.91  78.91 - 0.00
0  0  0 - 0.00  0.00 - 79.10  79.10 - 0.00
0  0  0 - 0.00  0.00 - 79.30  79.30 - 0.00
0  0  0 - 0.00  0.00 - 79.49  79.49 - 0.00
0  0  0 - 0.00  0.00 - 79.68  79.68 - 0.00
0  0  0 - 0.00  0.00 - 79.87  79.87 - 0.00
0  0  0 - 0.00  0.00 - 80.06  80.06 - 0.00
0  0  0 - 0.00  0.00 - 80.26  80.26 - 0.00
0  0  0 - 0.00  0.00 - 80.45  80.45 - 0.00
0  0  0 - 0.00  0.00 - 80.64  80.64 - 0.00
0  0  0 - 0.00  0.00 - 80.83  80.83 - 0.00
0  0  0 - 0.00  0.00 - 81.02  81.02 - 0.00
0  0  0 - 0.00  0.00 - 81.22  81.22 - 0.00
0  0  0 - 0.00  0.00 - 81.41  81.41 - 0.00
0  0  0 - 0.00  0.00 - 81.60  81.60 - 0.00
0  0  0 - 0.00  0.00 - 81.79  81.79 - 0.00
0  0  0 - 0.00  0.00 - 81.98  81.98 - 0.00
0  0  0 - 0.00  0.00 - 82.18  82.18 - 0.00
0  0  0 - 0.00  0.00 - 82.37  82.37 - 0.00
0  0  0 - 0.00  0.00 - 82.56  82.56 - 0.00
0  0  0 - 0.00  0.00 - 82.75  82.75 - 0.00
0  0  0 - 0.00  0.00 - 82.94  82.94 - 0.00
0  0  0 - 0.00  0.00 - 83.14  83.14 - 0.00
0  0  0 - 0.00  0.00 - 83.33  83.33 - 0.00
0  0  0 - 0.00  0.00 - 83.52  83.52 - 0.00
0  0  0 - 0.00  0.00 - 83.71  83.71 - 0.00
0  0  0 - 0.00  0.00 - 83.90  83.90 - 0.00
