0,0
0.06875,0
0.1375,0
0.20625,0
0.275,0
0.34375,0
0.4125,0
0.48125,0
0.55,0
0.61875,0
0.6875,0
0.75625,0
0.8250,0
0.89375,0
0.9625,0
1.03125,0
1.100,0
1.16875,0
1.2375,0
1.30625,0
1.375,0
1.44375,0
1.5125,0
1.58125,0
1.650,0
1.71875,0
1.7875,0
1.85625,0
1.925,0
1.99375,0
2.0625,0
2.13125,0
2.200,0
2.26875,0
2.3375,0
2.40625,0
2.475,0
2.54375,0
2.6125,0
2.68125,0
2.750,0
2.81875,0
2.8875,0
2.95625,0
3.025,0
3.09375,0
3.1625,0
3.23125,0
3.300,0
3.36875,0
3.4375,0
3.50625,0
3.575,0
3.64375,0
3.7125,0
3.78125,0
3.850,0
3.91875,0
3.9875,0
4.05625,0
4.125,0
4.19375,0
4.2625,0
4.33125,0
4.400,0
4.46875,0
4.5375,0
4.60625,0
4.675,0
4.74375,0
4.8125,0
4.88125,0
4.950,0
5.01875,0
5.0875,0
5.15625,0
5.225,0
5.29375,0
5.3625,0
5.43125,0
5.500,0
5.56875,0
5.6375,0
5.70625,0
5.775,0
5.84375,0
5.9125,0
5.98125,0
6.050,0
6.11875,0
6.1875,0
6.25625,0
6.325,0
6.39375,0
6.4625,0
6.53125,0
6.600,0
6.66875,0
6.7375,0
6.80625,0
6.875,0
6.94375,0
7.0125,0
7.08125,0
7.150,0
7.21875,0
7.2875,0
7.35625,0
7.425,0
7.49375,0
7.5625,0
7.63125,0
7.700,0
7.76875,0
7.8375,0
7.90625,0
7.975,0
8.04375,0
8.1125,0
8.18125,0
8.250,0
8.31875,0
8.3875,0
8.45625,0
8.525,0
8.59375,0
8.6625,0
8.73125,0
8.800,0
8.86875,0
8.9375,0
9.00625,0
9.075,0
9.14375,0
9.2125,0
9.28125,0
9.350,0
9.41875,0
9.4875,0
9.55625,0
9.625,0
9.69375,0
9.7625,0
9.83125,0
9.900,0
9.96875,0
10.0375,0
10.10625,0
10.175,0
10.24375,0
10.3125,0
10.38125,0
10.45,0
10.51875,0
10.5875,0
10.65625,0
10.725,0
10.79375,0
10.8625,0
10.93125,0
11,0
11.06875,0
11.1375,0
11.20625,0
11.275,0
11.34375,0
11.4125,0
11.48125,0
11.55,0
11.61875,0
11.6875,0
11.75625,0
11.825,0
11.89375,0
11.9625,0
12.03125,0
12.10,0
12.16875,0
12.2375,0
12.30625,0
12.375,0
12.44375,0
12.5125,0
12.58125,0
12.65,0
12.71875,0
12.7875,0
12.85625,0
12.925,0
12.99375,0
13.0625,0
13.13125,0
13.20,0
13.26875,0
13.3375,0
13.40625,0
13.475,0
13.54375,0
13.6125,0
13.68125,0
13.75,0
13.81875,0
13.8875,0
13.95625,0
14.025,0
14.09375,0
14.1625,0
14.23125,0
14.30,0
14.36875,0
14.4375,0
14.50625,0
14.575,0
14.64375,0
14.7125,0
14.78125,0
14.85,0
14.91875,0
14.9875,0
15.05625,0
15.125,0
15.19375,0
15.2625,0
15.33125,0
15.40,0
15.46875,0
15.5375,0
15.60625,0
15.675,0
15.74375,0
15.8125,0
15.88125,0
15.95,0
16.01875,0
16.0875,0
16.15625,0
16.225,0
16.29375,0
16.3625,0
16.43125,0
16.50,0
16.56875,0
16.6375,0
16.70625,0
16.775,0
16.84375,0
16.9125,0
16.98125,0
17.05,0
17.11875,0
17.1875,0
17.25625,0
17.325,0
17.39375,0
17.4625,0
17.53125,0
17.60,0
17.66875,0
17.7375,0
17.80625,0
17.875,0
17.94375,0
18.0125,0
18.08125,0
18.15,0
18.21875,0
18.2875,0
18.35625,0
18.425,0
18.49375,0
18.5625,0
18.63125,0
18.70,0
18.76875,0
18.8375,0
18.90625,0
18.975,0
19.04375,0
19.1125,0
19.18125,0
19.25,0
19.31875,0
19.3875,0
19.45625,0
19.525,0
19.59375,0
19.6625,0
19.73125,0
19.80,0
19.86875,0
19.9375,0
20.00625,0
20.075,0
20.14375,0
20.2125,0
20.28125,0
20.35,0
20.41875,0
20.4875,0
20.55625,0
20.625,0
20.69375,0
20.7625,0
20.83125,0
20.90,0
20.96875,0
21.0375,0
21.10625,0
21.175,0
21.24375,0
